Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,Assists_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
James Ward-Prowse,eng ENG,MF,Southampton,eng Premier League,26,1994,35.7,27.1,1.15,0.67,0.34,0.67,0.14,0.53,1.96,1.43,1.2,0.42,0.78,1.12,2.27,1.26,0.03,3.7,0.2,1.99,1.48,0.0,0.14,0.0,0.08,0.08,0.11,0.0,0.0,0.0,0.0,77.5,92.4,83.6,40.0,46.41,59.86,773.92,257.96,22.77,24.65,17.79,21.29,4.37,10.92,0.18,0.18,-0.04,1.99,4.73,0.45,0.28,5.29,59.86,50.48,9.24,2.89,0.14,0.42,8.46,0.08,5.94,2.83,2.66,0.11,46.41,0.14,0.7,36,36,"3,215",4,4,0.28,0.14,0.42,0.17,0.31,0.15,0.18,0.33,0.06,0.24,0.08,0.03,0.59,5.29,1.18,60.0,40.0,68.29,2.16,11.62,36.08,20.95,0.56,68.18,0.56,0.34,0.22,29.97,111.82,48.35,0.59,0.81,0.08,0.56,0.7,38.15,1.18,39.2,1.43,0.56,0.12,0.3,27.9,23,4,4,5.4,2.2,0.04,4.6,3.8
Daniel Wass,dk DEN,MF,Valencia,es La Liga,32,1989,17.6,25.8,1.31,0.74,0.34,0.8,0.17,0.45,1.76,1.31,0.74,0.11,0.62,0.74,2.05,1.08,0.0,1.54,0.06,0.8,0.51,0.06,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,77.5,86.3,82.0,48.6,30.34,39.15,521.19,156.36,11.82,13.69,13.18,16.08,3.01,6.19,0.03,0.04,0.02,0.8,3.58,0.4,0.0,4.38,39.15,34.32,4.77,1.87,0.17,0.74,1.99,0.28,0.8,0.17,0.34,0.0,30.34,0.06,0.28,19,19,"1,582",0,0,0.06,0.06,0.11,0.06,0.11,0.1,0.04,0.14,0.1,0.14,0.34,0.0,0.74,4.38,1.25,77.8,22.2,46.42,1.82,8.24,28.01,10.51,0.62,46.42,0.51,0.4,0.11,23.52,106.87,53.98,0.74,0.8,0.06,0.62,0.4,26.36,1.25,28.6,1.59,0.46,0.04,0.13,24.5,1,0,0,1.8,1.8,0.07,-0.8,-0.8
Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,25,1995,32.8,13.3,0.52,0.4,0.06,0.21,0.24,0.06,0.46,0.4,0.76,0.09,0.67,0.37,0.88,0.82,0.0,2.5,0.27,1.71,0.0,0.3,0.24,0.18,0.06,0.12,0.0,0.06,0.06,0.03,0.0,69.2,78.2,66.5,41.7,14.76,21.31,180.58,35.46,9.6,12.29,3.51,5.27,0.3,0.73,0.1,0.08,-0.04,1.04,0.88,0.52,0.0,1.83,21.31,20.46,0.76,0.06,0.12,0.06,0.46,0.21,0.0,0.0,0.0,0.0,14.76,0.09,0.49,35,33,"2,952",1,1,0.34,0.06,0.4,0.3,0.37,0.35,0.1,0.46,0.34,0.44,0.21,0.0,2.26,1.83,6.89,54.4,45.6,31.89,0.91,1.86,12.9,17.53,5.27,31.86,2.07,1.13,0.95,19.21,96.77,48.2,2.26,0.98,1.49,2.62,1.62,25.0,6.89,40.8,2.32,0.95,0.13,0.32,13.6,0,1,1,11.6,11.0,0.14,-0.6,-1.0
Timothy Weah,us USA,"MF,FW",Lille,fr Ligue 1,21,2000,18.0,50.0,1.06,0.39,0.44,0.44,0.17,0.56,1.11,0.56,0.89,0.06,0.83,0.56,1.61,0.39,0.0,2.94,0.5,2.06,0.11,0.33,0.11,0.33,0.0,0.28,0.0,0.11,0.06,0.06,0.0,71.9,81.3,75.1,50.0,22.61,31.44,323.44,81.06,12.78,15.72,7.39,9.83,1.17,2.33,0.22,0.17,0.0,1.44,1.56,0.83,0.5,2.39,31.44,30.0,1.44,0.22,0.11,0.06,2.67,0.72,0.06,0.0,0.0,0.0,22.61,0.0,1.44,29,17,"1,616",0,0,0.17,0.22,0.39,0.17,0.39,0.21,0.22,0.42,0.21,0.42,0.11,0.06,3.06,2.39,8.44,51.4,48.6,40.5,0.61,4.33,17.67,19.33,3.72,40.5,2.06,1.06,1.0,27.44,183.89,76.17,3.06,2.11,1.06,1.89,1.17,29.33,8.44,26.5,1.89,0.5,0.09,0.33,18.2,0,0,0,3.7,3.7,0.12,-0.7,-0.7
Adam Webster,eng ENG,DF,Brighton,eng Premier League,26,1995,15.9,65.0,1.64,0.5,1.07,0.44,0.13,0.82,1.26,0.44,1.57,1.07,0.5,1.07,2.7,4.15,0.13,1.13,0.19,1.07,0.0,0.0,0.06,0.0,0.0,0.13,0.0,0.0,0.06,0.0,0.0,80.8,87.7,87.2,54.8,59.75,73.96,1143.52,461.89,19.37,22.08,32.2,36.92,6.48,11.82,0.0,0.02,0.0,0.06,6.54,0.06,0.0,6.86,73.96,71.45,2.45,1.38,0.19,1.01,0.38,1.07,0.0,0.0,0.0,0.0,59.75,0.06,0.44,22,16,"1,434",0,0,0.13,0.0,0.13,0.13,0.13,0.06,0.0,0.06,0.06,0.06,0.31,0.0,1.19,6.86,0.44,83.3,16.7,83.21,7.55,36.6,41.57,5.53,0.82,83.21,0.75,0.63,0.13,47.99,263.96,168.3,1.19,1.32,0.06,0.5,0.06,57.04,0.44,25.0,0.5,0.13,0.25,1.0,11.2,0,0,0,0.9,0.9,0.13,1.1,1.1
Wout Weghorst,nl NED,FW,Burnley,eng Premier League,28,1992,16.1,31.6,1.06,0.56,0.19,0.56,0.31,0.37,1.18,0.81,0.99,0.31,0.68,0.37,1.43,0.81,0.0,2.55,0.31,1.61,0.0,0.25,0.37,0.25,0.06,0.25,0.0,0.06,0.0,0.0,0.0,63.6,70.8,63.4,63.6,17.14,26.96,183.6,45.96,11.43,16.15,2.8,4.41,0.43,0.68,0.09,0.08,0.09,0.87,1.06,0.43,0.06,1.61,26.96,26.71,0.06,0.0,0.0,0.06,0.25,0.06,0.0,0.0,0.0,0.0,17.14,0.19,1.37,20,17,"1,450",0,0,0.12,0.19,0.31,0.12,0.31,0.3,0.09,0.39,0.3,0.39,0.19,0.0,0.43,1.61,5.03,56.5,43.5,38.88,1.24,4.16,18.94,15.96,3.6,38.88,1.43,0.81,0.62,18.07,67.64,19.25,0.43,0.56,0.19,2.48,1.8,25.71,5.03,23.3,1.86,0.43,0.07,0.29,14.0,0,0,0,4.8,4.8,0.16,-2.8,-2.8
Wout Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,28,1992,17.3,41.2,0.75,0.4,0.17,0.17,0.4,0.4,0.98,0.58,0.58,0.17,0.4,0.12,0.87,0.64,0.06,2.2,0.17,1.62,0.0,0.06,0.29,0.17,0.06,0.17,0.0,0.0,0.0,0.0,0.0,70.1,75.6,68.5,88.2,17.51,24.97,230.87,42.02,11.1,14.68,4.39,6.42,0.87,0.98,0.11,0.09,-0.05,0.98,1.04,0.4,0.0,1.91,24.97,23.82,1.04,0.06,0.12,0.06,0.12,0.12,0.0,0.0,0.0,0.0,17.51,0.12,0.52,18,17,"1,553",1,2,0.35,0.06,0.41,0.29,0.35,0.46,0.11,0.57,0.36,0.47,0.12,0.0,0.92,1.91,5.09,87.5,12.5,34.28,0.87,2.95,18.09,13.47,4.28,34.16,0.46,0.4,0.06,18.73,70.35,21.73,0.92,0.52,0.52,2.83,1.04,26.13,5.09,52.8,2.09,1.1,0.14,0.26,11.9,1,1,2,7.9,6.3,0.18,-1.9,-1.3
Danny Welbeck,eng ENG,"FW,MF",Brighton,eng Premier League,30,1990,16.4,30.0,0.85,0.43,0.12,0.49,0.24,0.18,0.61,0.43,1.1,0.12,0.98,0.3,1.16,1.1,0.0,2.32,0.18,1.71,0.0,0.0,0.3,0.3,0.0,0.06,0.0,0.0,0.06,0.06,0.0,76.9,83.2,76.8,66.7,12.99,16.89,147.07,25.06,8.78,10.55,2.62,3.41,0.24,0.37,0.07,0.04,0.05,1.1,0.61,0.55,0.0,1.4,16.89,16.71,0.12,0.0,0.0,0.0,0.06,0.12,0.0,0.0,0.0,0.0,12.99,0.06,0.43,25,15,"1,478",0,0,0.37,0.12,0.49,0.37,0.49,0.4,0.08,0.47,0.4,0.47,0.0,0.0,1.34,1.4,6.4,47.6,52.4,28.72,1.22,2.07,8.9,17.87,4.33,28.72,1.28,0.61,0.67,16.89,81.77,31.34,1.34,0.73,0.49,3.11,1.34,21.83,6.4,48.8,2.62,1.28,0.14,0.29,12.8,0,0,0,6.6,6.6,0.16,-0.6,-0.6
Timo Werner,de GER,"FW,MF",Chelsea,eng Premier League,25,1996,14.3,10.0,0.56,0.28,0.21,0.21,0.14,0.14,1.4,1.26,0.63,0.0,0.63,0.14,0.7,0.28,0.0,2.1,0.35,1.61,0.0,0.14,0.35,0.0,0.0,0.28,0.0,0.0,0.07,0.0,0.0,73.9,85.7,75.0,50.0,20.77,28.11,250.14,33.43,13.78,16.08,4.83,6.43,0.56,1.12,0.02,0.06,0.05,0.56,0.63,0.63,0.07,1.26,28.11,26.99,0.98,0.07,0.21,0.07,1.61,0.35,0.07,0.0,0.0,0.0,20.77,0.14,1.54,21,15,"1,283",0,0,0.28,0.07,0.35,0.28,0.35,0.48,0.02,0.5,0.48,0.5,0.07,0.0,3.22,1.26,10.07,30.3,69.7,38.46,0.14,2.17,11.89,24.97,7.69,38.46,2.31,0.7,1.61,22.59,157.06,70.56,3.22,1.19,2.03,2.38,1.33,30.91,10.07,35.6,3.16,1.12,0.09,0.25,13.3,0,0,0,6.8,6.8,0.15,-2.8,-2.8
Ashley Westwood,eng ENG,MF,Burnley,eng Premier League,31,1990,25.4,32.3,0.83,0.47,0.31,0.47,0.04,0.39,1.22,0.83,0.83,0.35,0.47,1.18,2.01,0.63,0.04,2.52,0.31,1.61,0.71,0.0,0.12,0.04,0.04,0.24,0.08,0.0,0.0,0.0,0.0,69.5,83.0,77.1,43.1,34.29,49.37,634.29,232.87,13.66,16.46,14.21,18.43,4.69,10.87,0.16,0.18,-0.04,1.3,4.65,1.26,0.2,5.12,49.37,41.57,7.2,1.93,0.28,0.39,4.8,0.16,2.87,2.52,0.12,0.04,34.29,0.59,0.87,27,26,"2,287",0,0,0.0,0.12,0.12,0.0,0.12,0.02,0.16,0.19,0.02,0.19,0.28,0.0,0.47,5.12,1.06,55.6,44.4,55.71,1.77,8.78,32.52,14.92,0.63,55.71,0.71,0.39,0.31,24.72,94.25,37.32,0.47,0.47,0.12,1.14,0.55,31.65,1.06,7.1,0.55,0.04,0.0,0.0,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Ben White,eng ENG,DF,Arsenal,eng Premier League,23,1997,32.0,62.2,1.38,0.72,0.94,0.25,0.19,0.88,1.41,0.53,1.31,0.75,0.56,1.31,2.69,3.19,0.0,1.03,0.12,0.78,0.0,0.06,0.12,0.03,0.03,0.06,0.0,0.06,0.0,0.0,0.0,84.5,88.4,91.9,56.3,48.56,57.47,920.94,335.12,16.84,19.06,26.78,29.16,4.47,7.94,0.04,0.03,-0.04,0.41,4.62,0.06,0.0,3.88,57.47,55.31,2.0,1.25,0.16,0.53,0.0,0.75,0.0,0.0,0.0,0.0,48.56,0.16,0.38,32,32,"2,880",0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,0.09,0.0,1.19,3.88,0.12,50.0,50.0,67.03,6.88,31.06,32.84,3.56,0.59,67.03,0.62,0.31,0.31,40.47,208.75,131.66,1.19,0.47,0.03,0.56,0.34,45.06,0.12,25.0,0.37,0.09,0.0,0.0,15.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,28,1993,32.4,59.0,1.85,0.86,0.99,0.62,0.25,1.11,1.88,0.77,1.36,0.49,0.86,1.33,3.18,1.82,0.06,1.88,0.31,1.48,0.19,0.03,0.03,0.09,0.06,0.28,0.0,0.0,0.0,0.0,0.03,70.6,83.7,72.8,35.9,32.72,46.36,527.38,230.15,16.45,19.66,13.02,17.9,2.28,6.36,0.09,0.1,0.06,0.65,2.5,0.77,0.25,3.61,46.36,35.96,10.31,0.52,0.03,0.03,1.91,9.72,0.03,0.03,0.0,0.0,32.72,0.09,0.68,33,33,"2,920",0,0,0.12,0.15,0.28,0.12,0.28,0.07,0.09,0.17,0.07,0.17,0.03,0.0,1.57,3.61,4.17,50.0,50.0,56.39,2.72,16.91,24.6,15.43,1.6,56.39,1.17,0.59,0.59,23.7,109.1,54.88,1.57,1.08,0.15,0.8,0.4,28.21,4.17,36.4,0.68,0.25,0.18,0.5,16.2,0,0,0,2.4,2.4,0.11,1.6,1.6
Georginio Wijnaldum,nl NED,MF,Paris S-G,fr Ligue 1,30,1990,18.4,57.9,0.82,0.49,0.11,0.65,0.05,0.6,1.03,0.43,0.71,0.16,0.54,0.49,1.3,0.38,0.0,1.41,0.38,1.3,0.0,0.05,0.05,0.0,0.0,0.33,0.0,0.0,0.05,0.0,0.0,89.7,92.1,91.7,91.3,36.36,40.54,489.62,91.58,21.47,23.32,11.41,12.45,1.14,1.25,0.1,0.09,0.07,0.65,2.88,0.54,0.0,3.21,40.54,39.4,0.92,0.65,0.11,0.11,0.05,0.27,0.0,0.0,0.0,0.0,36.36,0.22,0.6,31,18,"1,653",0,0,0.05,0.16,0.22,0.05,0.22,0.11,0.1,0.21,0.11,0.21,0.11,0.0,0.71,3.21,2.99,50.0,50.0,48.04,0.87,6.9,26.14,15.54,2.12,48.04,1.3,0.65,0.65,33.91,144.51,53.48,0.71,1.03,0.22,1.58,1.14,37.55,2.99,9.1,1.2,0.11,0.05,0.5,15.3,0,0,0,2.0,2.0,0.09,-1.0,-1.0
Jetro Willems,nl NED,DF,Greuther Fürth,de Bundesliga,27,1994,17.8,57.7,1.69,0.84,1.01,0.56,0.11,0.84,1.46,0.62,0.84,0.17,0.67,0.79,2.47,2.36,0.0,1.3,0.06,1.18,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,70.6,82.8,73.2,52.0,35.17,49.83,624.55,279.44,15.96,19.27,15.17,20.73,3.71,7.13,0.08,0.1,-0.08,0.67,2.58,0.73,0.34,4.04,49.83,37.81,11.97,1.18,0.06,0.28,2.25,10.22,0.56,0.51,0.06,0.0,35.17,0.06,1.29,24,20,"1,598",0,0,0.06,0.0,0.06,0.06,0.06,0.04,0.08,0.12,0.04,0.12,0.28,0.0,0.96,4.04,1.74,53.6,46.4,60.06,3.31,17.42,30.39,12.87,0.73,60.06,1.57,0.84,0.73,28.48,113.99,61.97,0.96,0.9,0.06,1.46,0.62,29.49,1.74,27.3,0.62,0.17,0.09,0.33,19.5,1,0,0,0.6,0.6,0.06,0.4,0.4
Brandon Williams,eng ENG,DF,Norwich City,eng Premier League,20,2000,23.6,56.3,2.33,1.57,1.48,0.76,0.08,1.53,2.71,1.19,1.1,0.25,0.85,1.86,4.19,2.12,0.0,1.87,0.08,1.48,0.04,0.04,0.0,0.21,0.08,0.04,0.0,0.0,0.0,0.0,0.04,79.6,86.6,80.7,58.5,38.09,47.88,621.19,220.25,19.24,22.2,15.72,19.49,2.63,4.49,0.08,0.06,-0.04,0.89,2.03,0.81,0.13,3.81,47.88,39.28,8.35,0.89,0.17,0.3,0.59,7.46,0.0,0.0,0.0,0.0,38.09,0.25,0.59,26,23,"2,120",0,0,0.0,0.04,0.04,0.0,0.04,0.01,0.08,0.09,0.01,0.09,0.34,0.0,2.42,3.81,2.46,51.3,48.7,59.96,4.66,22.2,25.17,13.47,1.27,59.96,1.65,0.85,0.81,33.22,221.44,114.87,2.42,1.99,0.38,1.65,0.72,33.09,2.46,25.0,0.17,0.04,0.0,0.0,21.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,27,1994,30.9,29.4,0.45,0.16,0.03,0.19,0.23,0.16,0.55,0.39,0.58,0.1,0.49,0.1,0.55,0.65,0.0,2.43,0.16,1.62,0.0,0.23,0.29,0.26,0.03,0.16,0.0,0.0,0.0,0.0,0.0,63.2,72.0,63.4,53.5,13.59,21.52,180.91,35.44,8.16,11.33,3.37,5.31,0.74,1.39,0.18,0.15,-0.02,1.07,0.81,0.74,0.1,1.46,21.52,20.71,0.61,0.0,0.16,0.16,1.55,0.13,0.0,0.0,0.0,0.0,13.59,0.19,0.84,38,32,"2,777",1,1,0.26,0.16,0.42,0.23,0.39,0.46,0.18,0.64,0.43,0.61,0.13,0.0,2.46,1.46,10.23,50.0,48.2,32.46,0.91,1.81,11.88,19.13,6.15,32.43,1.81,0.91,0.87,17.96,108.54,49.81,2.46,1.2,1.33,2.91,1.36,26.38,10.23,37.2,3.05,1.13,0.07,0.2,14.0,0,1,1,14.1,13.3,0.14,-6.1,-6.3
Nico Williams,es ESP,MF,Athletic Club,es La Liga,19,2002,14.9,32.3,1.34,0.67,0.4,0.74,0.2,0.67,2.08,1.41,1.21,0.13,1.07,0.34,1.68,0.6,0.0,3.23,0.07,1.95,0.0,0.67,0.34,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,69.2,88.0,59.3,32.1,21.14,30.54,266.51,61.81,13.29,15.1,5.57,9.4,0.6,1.88,0.1,0.09,-0.1,1.07,1.01,1.14,0.47,1.81,30.54,29.73,0.54,0.0,0.07,0.0,3.89,0.27,0.27,0.0,0.07,0.0,21.14,0.27,1.07,34,11,"1,337",0,0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.27,0.17,0.27,0.27,0.0,5.5,1.81,9.87,48.9,51.1,46.51,0.6,5.7,15.37,26.44,5.44,46.51,6.04,2.95,3.09,30.54,226.24,127.38,5.5,2.55,2.48,2.62,1.88,33.83,9.87,30.3,2.22,0.67,0.0,0.0,15.5,0,0,0,2.6,2.6,0.08,-2.6,-2.6
Joe Willock,eng ENG,MF,Newcastle Utd,eng Premier League,21,1999,22.6,42.6,2.83,1.64,1.33,1.24,0.27,1.28,3.01,1.73,1.64,0.27,1.37,0.93,3.76,0.44,0.04,2.25,0.18,1.46,0.0,0.4,0.04,0.27,0.09,0.04,0.0,0.04,0.0,0.09,0.0,79.6,84.6,84.7,70.0,19.91,25.0,296.06,79.38,11.19,13.23,6.64,7.83,1.24,1.77,0.05,0.03,-0.05,0.8,1.68,0.31,0.04,2.57,25.0,23.58,1.37,0.22,0.04,0.13,0.71,0.18,0.0,0.0,0.0,0.0,19.91,0.04,0.71,29,24,"2,038",0,0,0.09,0.0,0.09,0.09,0.09,0.14,0.05,0.2,0.14,0.2,0.0,0.0,2.12,2.57,3.41,50.7,49.3,38.23,0.84,8.58,18.32,12.52,2.61,38.23,3.14,1.59,1.55,21.86,141.73,69.51,2.12,1.33,0.62,2.48,0.88,21.95,3.41,31.4,1.55,0.49,0.06,0.18,17.2,0,0,0,3.2,3.2,0.09,-1.2,-1.2
Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,29,1992,15.4,25.0,0.58,0.52,0.06,0.32,0.19,0.06,0.26,0.19,0.45,0.13,0.32,0.19,0.78,0.65,0.0,1.62,0.0,1.1,0.06,0.06,0.06,0.19,0.13,0.0,0.0,0.0,0.0,0.0,0.0,67.3,75.0,65.0,60.0,6.95,10.32,85.65,18.57,4.09,5.45,1.69,2.6,0.19,0.32,0.03,0.04,-0.03,0.65,0.39,0.19,0.06,0.58,10.32,9.35,0.84,0.0,0.06,0.06,0.19,0.19,0.0,0.0,0.0,0.0,6.95,0.13,0.45,18,16,"1,386",2,2,0.52,0.0,0.52,0.39,0.39,0.4,0.03,0.43,0.3,0.33,0.26,0.0,0.91,0.58,3.38,47.6,52.4,20.78,0.78,1.88,8.12,10.97,4.48,20.65,1.36,0.65,0.71,12.47,53.83,20.06,0.91,0.58,0.97,3.83,1.75,15.78,3.38,36.4,2.14,0.78,0.18,0.5,14.2,0,2,2,6.2,4.6,0.14,1.8,1.4
Patrick Wimmer,at AUT,"FW,MF",Arminia,de Bundesliga,20,2001,22.8,36.1,2.32,1.36,0.57,1.36,0.39,0.96,2.68,1.71,1.32,0.04,1.27,1.18,3.51,0.57,0.0,3.99,0.44,1.97,0.66,0.57,0.35,0.39,0.04,0.26,0.04,0.0,0.04,0.09,0.0,53.4,65.8,63.1,29.6,18.73,35.04,300.79,128.25,9.69,14.74,6.67,10.57,1.49,5.04,0.17,0.16,0.1,1.84,2.28,0.83,0.13,3.33,35.04,28.25,6.45,1.49,0.39,0.22,4.21,1.36,2.81,1.4,0.92,0.0,18.73,0.35,2.02,31,27,"2,052",0,0,0.13,0.26,0.39,0.13,0.39,0.16,0.17,0.33,0.16,0.33,0.31,0.0,2.81,3.33,4.61,51.1,48.9,51.62,0.7,6.75,23.99,22.54,2.81,51.62,6.1,3.11,2.98,25.0,188.38,92.54,2.81,1.89,1.01,3.03,2.06,25.96,4.61,26.8,2.46,0.66,0.05,0.2,20.2,3,0,0,3.7,3.7,0.07,-0.7,-0.7
Jonas Wind,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,22,1999,13.1,25.0,0.76,0.46,0.08,0.53,0.15,0.08,0.31,0.23,0.61,0.23,0.38,0.46,1.22,0.99,0.0,2.97,0.38,2.21,0.08,0.08,0.31,0.31,0.0,0.23,0.08,0.0,0.08,0.0,0.0,64.9,70.8,67.8,57.7,18.63,28.7,272.82,99.85,10.38,14.66,6.26,9.24,1.15,1.98,0.19,0.19,-0.11,1.15,2.9,1.07,0.0,4.35,28.7,27.94,0.61,0.08,0.53,0.0,0.38,0.0,0.0,0.0,0.0,0.0,18.63,0.15,0.76,14,14,"1,180",0,0,0.38,0.08,0.46,0.38,0.46,0.34,0.19,0.54,0.34,0.54,0.0,0.0,0.69,4.35,4.43,62.5,37.5,38.24,1.3,4.81,21.07,12.6,3.44,38.24,1.22,0.76,0.46,21.3,79.31,34.58,0.69,0.84,0.08,1.91,1.53,29.77,4.43,44.4,2.75,1.22,0.14,0.31,14.5,0,0,0,4.5,4.5,0.13,0.5,0.5
Harry Winks,eng ENG,MF,Tottenham,eng Premier League,25,1996,10.1,38.1,1.49,0.99,0.4,0.89,0.2,0.79,2.08,1.29,1.39,0.3,1.09,1.58,3.07,0.99,0.2,2.86,0.39,2.18,0.3,0.1,0.1,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,85.7,91.2,90.2,62.5,57.92,67.62,970.89,305.74,24.55,26.93,25.54,28.32,4.95,7.92,0.15,0.19,-0.05,1.09,7.82,1.29,0.3,7.23,67.62,65.15,2.18,0.89,0.79,0.1,2.57,0.1,0.89,0.3,0.4,0.0,57.92,0.3,0.5,19,9,912,0,0,0.0,0.1,0.1,0.0,0.1,0.01,0.15,0.16,0.01,0.16,0.2,0.0,0.99,7.23,1.78,53.3,46.7,76.04,2.08,16.04,46.83,14.06,0.2,76.04,1.49,0.79,0.69,53.27,242.18,96.34,0.99,1.39,0.1,1.58,0.59,58.61,1.78,33.3,0.3,0.1,0.0,0.0,26.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Florian Wirtz,de GER,"MF,FW",Leverkusen,de Bundesliga,18,2003,20.6,35.7,1.21,0.49,0.29,0.78,0.15,0.49,1.36,0.87,0.58,0.05,0.53,0.63,1.84,0.19,0.0,5.69,1.12,4.13,0.49,0.63,0.24,0.15,0.05,0.73,0.15,0.24,0.0,0.0,0.0,74.2,81.1,78.9,52.5,32.23,43.45,524.13,157.18,15.39,18.98,12.38,15.68,2.57,4.9,0.37,0.36,0.11,2.86,3.16,2.43,0.1,6.6,43.45,38.25,4.85,0.87,0.78,0.15,3.06,0.68,1.7,0.83,0.78,0.0,32.23,0.34,0.73,24,22,"1,851",0,0,0.34,0.49,0.83,0.34,0.83,0.26,0.37,0.64,0.26,0.64,0.1,0.0,3.64,6.6,6.5,64.7,35.3,55.15,0.39,5.24,27.52,23.74,3.69,55.15,4.13,2.67,1.46,32.62,197.33,113.01,3.64,3.01,0.92,3.64,1.65,38.93,6.5,36.1,1.75,0.63,0.19,0.54,17.5,1,0,0,5.4,5.4,0.15,1.6,1.6
Yoane Wissa,cd COD,FW,Brentford,eng Premier League,24,1996,14.3,6.3,0.84,0.42,0.35,0.28,0.21,0.07,1.12,1.05,0.84,0.35,0.49,0.56,1.4,0.42,0.0,1.89,0.28,1.12,0.0,0.14,0.28,0.28,0.07,0.21,0.0,0.0,0.07,0.0,0.0,65.7,73.8,71.4,41.2,13.15,20.0,172.38,41.47,8.46,11.47,3.5,4.9,0.49,1.19,0.06,0.07,0.01,0.63,0.91,0.7,0.07,2.03,20.0,19.65,0.28,0.14,0.14,0.0,0.77,0.07,0.0,0.0,0.0,0.0,13.15,0.07,0.7,30,12,"1,284",0,0,0.49,0.07,0.56,0.49,0.56,0.22,0.06,0.28,0.22,0.28,0.0,0.0,1.33,2.03,5.87,63.3,36.7,29.3,0.84,3.99,12.24,13.64,3.29,29.3,2.1,1.33,0.77,16.85,85.1,38.95,1.33,0.84,0.42,2.38,0.42,19.86,5.87,40.6,2.24,0.91,0.22,0.54,16.4,0,0,0,3.1,3.1,0.1,3.9,3.9
