,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
23,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,19.8,30,20,1782,33.3,1.36,0.51,0.4,0.66,0.3,0.35,1.06,0.71,0.61,0.05,0.56,0.25,1.62,0.3,0.0,3.58,0.45,2.47,0.0,0.2,0.3,0.51,0.1,0.3,0.0,0.0,0.05,0.05,0.05,75.4,81.4,76.1,57.1,17.32,22.98,232.07,52.93,10.86,13.33,4.49,5.91,0.61,1.06,0.35,0.15,0.09,0.2,1.46,1.52,0.96,0.05,2.63,22.98,22.32,0.51,0.05,0.25,0.05,0.35,0.05,0.0,0.0,0.0,0.0,17.32,0.15,0.66,2.0,3.0,0.2,0.56,0.1,0.45,0.42,0.15,0.58,0.3,0.46,0.0,0.0,0.96,2.63,5.35,57.6,42.4,32.22,0.2,2.93,13.79,16.01,5.35,32.07,1.67,0.96,0.71,17.63,77.68,30.86,0.96,0.76,0.66,2.17,1.46,24.7,5.35,27.9,2.17,0.61,0.05,0.17,15.4,1,2,3,8.4,6.0,0.14,-4.4,-4.0,FW,None,19.8
24,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,22,1998,23.6,33,22,2123,42.6,2.75,1.69,0.97,1.27,0.51,1.23,2.88,1.65,1.57,0.3,1.27,0.55,3.31,0.93,0.0,3.52,0.21,2.42,0.42,0.13,0.13,0.3,0.13,0.08,0.08,0.0,0.04,0.0,0.0,80.5,86.9,88.6,58.6,36.36,45.17,610.59,176.14,17.42,20.04,13.9,15.68,3.31,5.64,0.08,0.08,0.11,0.0,1.31,4.41,1.06,0.08,5.81,45.17,41.78,3.31,0.93,0.17,0.38,2.8,0.13,1.95,1.1,0.64,0.0,36.36,0.08,0.97,2.0,3.0,0.21,0.3,0.13,0.21,0.27,0.08,0.35,0.17,0.25,0.17,0.0,1.27,5.81,2.8,50.0,50.0,57.97,1.74,9.41,27.63,21.61,2.08,57.84,1.78,0.89,0.89,30.47,137.2,63.64,1.27,1.61,0.08,1.82,0.97,36.19,2.8,15.8,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0,MF,FW,23.6
25,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,22,1999,20.7,36,22,1865,29.4,2.08,1.06,0.58,0.82,0.68,0.72,2.46,1.74,0.92,0.0,0.92,0.72,2.8,0.39,0.0,3.96,0.39,2.95,0.14,0.39,0.24,0.19,0.05,0.24,0.0,0.05,0.0,0.1,0.0,78.4,87.6,78.4,56.7,32.9,41.98,459.32,111.11,21.16,24.15,9.13,11.64,1.64,2.9,0.14,0.16,0.16,-0.01,1.84,2.17,1.26,0.48,2.61,41.98,40.58,1.35,0.29,0.1,0.05,3.04,0.53,0.48,0.0,0.1,0.0,32.9,0.05,1.26,0.0,0.0,0.05,0.19,0.05,0.19,0.14,0.16,0.3,0.14,0.3,0.1,0.0,3.04,2.61,7.78,56.5,43.5,54.54,0.68,5.36,24.69,25.6,3.29,54.54,4.44,2.51,1.93,33.19,216.52,104.35,3.04,1.88,0.77,2.61,1.4,39.95,7.78,30.8,1.88,0.58,0.03,0.08,20.7,0,0,0,2.9,2.9,0.07,-1.9,-1.9,FW,None,20.7
26,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,37,37,3329,39.3,2.89,1.7,1.57,1.05,0.27,1.19,3.03,1.84,1.22,0.27,0.95,1.46,4.35,2.35,0.03,2.03,0.08,1.57,0.27,0.03,0.05,0.03,0.08,0.05,0.03,0.0,0.0,0.0,0.0,62.2,84.3,65.0,38.0,29.51,47.49,525.84,233.57,13.62,16.16,11.16,17.16,3.68,9.68,0.05,0.07,0.09,-0.01,0.95,2.49,1.08,0.65,3.35,47.49,37.0,10.16,1.43,0.14,0.65,4.05,8.68,0.05,0.05,0.0,0.0,29.51,0.32,1.7,0.0,0.0,0.05,0.11,0.05,0.11,0.05,0.07,0.11,0.04,0.11,0.16,0.0,1.68,3.35,3.32,51.1,48.9,59.51,4.03,20.81,25.38,14.3,1.24,59.51,1.27,0.65,0.62,25.11,128.57,68.81,1.68,1.35,0.24,1.16,0.57,26.08,3.32,25.9,0.73,0.19,0.07,0.29,20.7,0,0,0,1.7,1.5,0.06,0.3,0.5,DF,None,37.0
27,Alfonso Pedraza,es ESP,DF,Villarreal,es La Liga,25,1996,18.9,28,19,1701,35.7,1.8,0.85,0.9,0.63,0.26,0.53,1.48,0.95,0.63,0.16,0.48,1.64,3.44,1.69,0.0,2.12,0.42,1.8,0.0,0.16,0.11,0.05,0.0,0.37,0.0,0.05,0.0,0.0,0.0,71.4,86.5,72.0,44.0,38.25,53.54,573.28,195.66,21.96,25.4,12.12,16.83,2.7,6.14,0.21,0.28,0.23,-0.06,1.27,2.12,1.22,0.58,3.39,53.54,43.6,9.68,0.48,0.0,0.26,5.34,9.21,0.0,0.0,0.0,0.0,38.25,0.26,2.7,0.0,0.0,0.21,0.42,0.21,0.42,0.1,0.28,0.38,0.1,0.38,0.11,0.0,4.97,3.39,9.63,50.8,49.2,66.03,3.07,17.14,23.92,25.61,3.97,66.03,3.23,1.64,1.59,38.31,264.07,136.93,4.97,2.59,1.64,2.22,1.01,39.37,9.63,36.4,1.16,0.42,0.18,0.5,15.3,0,0,0,1.9,1.9,0.09,2.1,2.1,DF,None,18.9
28,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,33,21,1931,34.4,1.58,0.88,0.6,0.74,0.23,0.51,1.49,0.98,1.49,0.14,1.35,0.47,2.05,0.33,0.0,2.33,0.19,2.09,0.05,0.0,0.09,0.05,0.05,0.19,0.0,0.0,0.0,0.0,0.0,78.1,84.2,81.6,75.6,34.42,44.05,665.53,186.74,14.14,16.79,13.86,16.98,5.63,7.44,0.09,0.09,0.08,0.0,1.21,4.7,1.26,0.42,6.0,44.05,42.7,1.07,0.51,0.19,0.93,2.05,0.42,0.14,0.05,0.0,0.0,34.42,0.28,1.21,0.0,0.0,0.09,0.19,0.09,0.19,0.04,0.09,0.14,0.04,0.14,0.14,0.0,1.35,6.0,3.3,56.5,43.5,51.3,0.84,7.81,30.0,14.47,1.35,51.3,1.07,0.6,0.47,31.86,145.63,72.51,1.35,1.26,0.28,1.21,0.74,37.58,3.3,27.3,0.51,0.14,0.18,0.67,18.5,0,0,0,0.9,0.9,0.08,1.1,1.1,MF,None,21.5
29,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,21,16,1410,59.3,2.17,1.27,1.27,0.83,0.06,1.02,1.72,0.7,1.59,0.7,0.89,2.17,4.33,3.12,0.06,1.08,0.0,0.83,0.0,0.13,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,86.4,90.6,90.3,65.3,35.67,41.27,609.24,173.06,16.5,18.22,14.84,16.43,2.99,4.59,0.0,0.01,0.01,-0.01,0.38,1.27,0.06,0.0,1.91,41.27,40.32,0.89,0.19,0.0,0.25,0.19,0.7,0.0,0.0,0.0,0.0,35.67,0.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.45,0.13,0.64,1.91,0.76,60.0,40.0,53.31,5.22,26.75,23.89,3.57,0.57,53.31,0.96,0.57,0.38,35.22,184.39,88.98,0.64,0.38,0.19,0.57,0.76,30.45,0.76,11.1,0.57,0.06,0.0,0.0,22.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,DF,None,15.7
30,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,2000,19.3,22,20,1740,41.9,1.76,0.88,0.88,0.41,0.47,0.67,1.61,0.93,1.4,0.05,1.35,1.19,2.95,1.35,0.05,3.62,0.21,2.8,0.21,0.47,0.05,0.1,0.0,0.21,0.0,0.0,0.0,0.0,0.0,83.7,89.6,84.8,57.7,57.31,68.5,850.16,221.09,33.63,37.51,20.31,23.94,2.33,4.04,0.16,0.21,0.23,-0.06,1.76,2.85,2.02,0.36,5.08,68.5,59.43,9.07,1.24,0.21,0.36,2.12,7.82,0.0,0.0,0.0,0.0,57.31,0.0,1.24,0.0,0.0,0.0,0.16,0.0,0.16,0.07,0.21,0.28,0.07,0.28,0.16,0.0,5.85,5.08,10.41,64.0,36.0,82.49,2.33,18.55,35.13,30.78,4.15,82.49,6.48,4.15,2.33,50.78,341.45,211.76,5.85,3.78,1.97,2.44,1.24,53.37,10.41,33.3,0.93,0.31,0.0,0.0,16.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,DF,None,19.3
31,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,23,1998,14.7,20,15,1326,45.9,2.04,0.95,0.75,1.29,0.0,1.16,2.52,1.36,1.5,0.41,1.09,1.09,3.13,0.54,0.07,2.1,0.27,1.84,0.0,0.14,0.07,0.07,0.0,0.2,0.0,0.07,0.0,0.0,0.0,83.1,90.1,83.1,76.7,44.56,53.61,677.96,229.59,24.08,26.73,13.74,16.53,3.81,4.97,0.07,0.05,0.12,0.02,0.54,5.85,1.09,0.07,6.73,53.61,52.18,1.22,0.61,0.14,0.2,0.41,0.34,0.0,0.0,0.0,0.0,44.56,0.2,1.09,0.0,0.0,0.2,0.27,0.2,0.27,0.08,0.05,0.13,0.08,0.13,0.14,0.0,0.82,6.73,1.22,79.2,20.8,63.95,0.54,9.46,44.08,11.02,0.88,63.95,1.63,1.29,0.34,32.31,150.14,71.09,0.82,1.16,0.14,1.09,1.02,41.84,1.22,35.7,0.95,0.34,0.21,0.6,23.4,0,0,0,1.2,1.2,0.09,1.8,1.8,MF,None,14.7
32,Amadou Onana,be BEL,MF,Lille,fr Ligue 1,19,2001,15.1,32,11,1359,72.0,3.18,2.05,1.13,1.79,0.26,1.19,1.66,0.46,0.66,0.2,0.46,1.99,5.17,1.26,0.0,2.18,0.13,1.85,0.0,0.13,0.13,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,82.8,87.8,86.8,70.9,34.17,41.26,591.46,145.89,15.3,17.42,13.44,15.5,4.04,5.7,0.0,0.07,0.11,-0.07,0.99,3.51,0.46,0.0,3.91,41.26,40.73,0.33,0.26,0.26,0.26,0.07,0.07,0.0,0.0,0.0,0.0,34.17,0.2,0.99,0.0,0.0,0.07,0.07,0.07,0.07,0.17,0.07,0.24,0.17,0.24,0.13,0.07,1.59,3.91,1.39,61.9,38.1,53.31,2.05,11.39,33.97,8.74,1.32,53.31,1.39,0.86,0.53,34.77,182.25,88.81,1.59,0.99,0.2,1.19,0.6,33.91,1.39,40.0,0.99,0.4,0.07,0.17,14.5,0,0,0,2.6,2.6,0.17,-1.6,-1.6,MF,None,15.1
33,Amine Adli,ma MAR,"FW,MF",Leverkusen,de Bundesliga,21,2000,14.0,25,13,1256,53.3,1.93,1.0,0.71,1.0,0.21,0.57,1.07,0.5,1.86,0.14,1.71,0.79,2.71,0.86,0.0,3.51,0.43,2.79,0.07,0.21,0.29,0.14,0.0,0.36,0.0,0.0,0.07,0.0,0.0,72.9,80.5,75.3,50.0,26.86,36.86,357.64,109.21,15.64,19.43,8.93,11.86,0.64,1.29,0.14,0.15,0.11,-0.01,1.0,1.93,1.36,0.29,4.0,36.86,35.29,1.21,0.07,0.43,0.0,1.5,0.79,0.07,0.0,0.0,0.0,26.86,0.36,1.93,0.0,0.0,0.21,0.36,0.21,0.36,0.31,0.15,0.46,0.31,0.46,0.21,0.0,3.64,4.0,7.5,56.8,43.2,52.07,0.64,8.29,24.79,20.14,4.07,52.07,2.64,1.5,1.14,32.57,202.57,123.64,3.64,2.07,1.07,3.36,1.29,37.93,7.5,51.4,2.65,1.36,0.08,0.16,15.1,0,0,0,4.3,4.3,0.12,-1.3,-1.3,FW,MF,14.0
34,Amine Gouiri,dz ALG,"FW,MF",Nice,fr Ligue 1,21,2000,30.6,38,32,2754,31.3,0.72,0.42,0.07,0.42,0.23,0.33,1.05,0.72,0.72,0.16,0.56,0.36,1.08,0.56,0.03,4.31,0.56,2.45,0.62,0.69,0.29,0.23,0.03,0.46,0.0,0.07,0.0,0.03,0.0,75.3,85.5,80.0,54.3,25.69,34.12,390.46,89.97,14.67,17.16,7.58,9.48,2.25,4.15,0.29,0.19,0.2,0.1,1.6,1.83,1.08,0.26,3.4,34.12,30.39,3.63,0.82,0.2,0.16,3.2,0.2,2.06,1.05,0.69,0.03,25.69,0.1,1.21,3.0,5.0,0.33,0.62,0.23,0.52,0.39,0.19,0.58,0.26,0.45,0.1,0.0,3.04,3.4,6.47,51.2,47.9,45.62,0.62,3.2,19.38,23.63,4.44,45.46,3.95,2.03,1.9,31.11,192.35,91.73,3.04,2.68,1.31,2.22,1.83,34.18,6.47,46.5,2.32,1.08,0.1,0.21,18.2,2,3,5,11.8,7.9,0.11,-1.8,-0.9,FW,MF,30.6
35,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,27,1994,32.5,33,33,2927,78.9,0.65,0.34,0.46,0.15,0.03,0.46,0.58,0.12,1.11,0.77,0.34,0.58,1.23,2.74,0.0,0.65,0.12,0.55,0.0,0.0,0.06,0.0,0.03,0.12,0.0,0.0,0.0,0.0,0.0,91.1,93.5,95.1,72.1,56.46,62.0,989.51,358.71,24.46,26.15,26.49,27.85,4.77,6.62,0.0,0.0,0.01,-0.0,0.15,2.55,0.09,0.0,2.49,62.0,58.65,3.29,1.88,0.0,0.46,0.0,0.15,0.0,0.0,0.0,0.0,56.46,0.06,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.13,0.15,0.0,0.37,2.49,0.09,83.3,16.7,68.86,8.25,33.35,33.51,2.25,0.95,68.86,0.18,0.15,0.03,42.37,179.14,101.63,0.37,0.43,0.03,0.31,0.22,48.71,0.09,40.9,0.68,0.28,0.18,0.44,9.4,0,0,0,4.0,4.0,0.18,0.0,0.0,DF,None,32.5
36,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,24,1996,25.4,32,25,2289,53.2,1.85,1.22,1.26,0.35,0.24,0.98,1.85,0.87,0.63,0.12,0.51,0.71,2.56,1.93,0.0,1.97,0.16,1.57,0.16,0.08,0.08,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,82.5,92.6,81.3,47.9,47.2,57.2,693.31,256.89,26.57,28.7,16.26,20.0,2.2,4.61,0.16,0.11,0.13,0.05,0.87,2.28,1.06,0.51,3.9,57.2,46.14,11.06,1.02,0.0,0.04,2.48,9.92,0.12,0.0,0.12,0.0,47.2,0.0,1.14,0.0,0.0,0.0,0.16,0.0,0.16,0.02,0.11,0.13,0.02,0.13,0.16,0.0,2.01,3.9,4.33,52.9,47.1,65.98,2.4,16.85,31.89,17.91,1.3,65.98,1.34,0.71,0.63,33.39,141.97,81.77,2.01,1.54,0.16,1.06,0.55,38.62,4.33,0.0,0.43,0.0,0.0,0.0,19.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,DF,None,25.4
37,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,it Serie A,25,1995,21.4,25,21,1926,49.0,2.34,1.21,1.12,0.79,0.42,1.17,2.38,1.21,1.45,0.23,1.21,1.12,3.46,1.54,0.05,2.94,0.33,2.43,0.05,0.19,0.05,0.09,0.14,0.28,0.0,0.0,0.0,0.0,0.05,89.3,94.4,90.4,71.4,50.75,56.82,713.69,196.54,29.91,31.68,15.89,17.57,2.34,3.27,0.05,0.05,0.07,-0.0,1.07,5.33,0.79,0.19,5.89,56.82,55.47,1.17,0.79,0.05,0.14,0.42,0.0,0.0,0.0,0.0,0.0,50.75,0.19,1.07,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.11,0.05,0.11,0.23,0.0,2.1,5.89,2.8,69.7,30.3,69.63,2.2,12.66,41.73,15.79,2.1,69.63,3.08,2.15,0.93,41.4,198.93,91.03,2.1,1.45,0.42,2.15,1.07,50.98,2.8,15.0,0.93,0.14,0.0,0.0,21.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,MF,None,21.4
38,Andrea Belotti,it ITA,FW,Torino,it Serie A,27,1993,15.2,22,16,1371,25.0,0.46,0.2,0.13,0.13,0.2,0.2,0.79,0.59,0.79,0.26,0.53,0.13,0.59,0.59,0.0,2.49,0.26,1.18,0.13,0.13,0.46,0.59,0.0,0.07,0.0,0.07,0.0,0.13,0.0,68.3,79.9,71.9,44.4,16.58,24.28,214.67,28.42,10.99,13.75,4.21,5.86,0.53,1.18,0.07,0.05,0.04,0.02,0.66,1.18,0.2,0.0,1.58,24.28,22.43,1.64,0.13,0.13,0.26,0.86,0.07,0.0,0.0,0.0,0.0,16.58,0.2,1.12,3.0,3.0,0.53,0.59,0.33,0.39,0.52,0.04,0.56,0.36,0.41,0.07,0.0,1.64,1.58,7.7,60.0,40.0,36.25,0.92,1.78,15.53,19.28,5.46,36.05,1.64,0.99,0.66,20.92,91.91,37.89,1.64,0.66,0.66,3.88,1.84,30.33,7.7,30.9,3.61,1.12,0.09,0.29,15.5,3,3,3,7.9,5.6,0.1,0.1,-0.6,FW,None,15.2
39,Andrea Cambiaso,it ITA,DF,Genoa,it Serie A,21,2000,19.9,26,21,1790,56.3,2.31,1.01,1.41,0.7,0.2,0.9,1.61,0.7,1.66,0.4,1.26,1.16,3.47,1.86,0.05,1.96,0.25,1.51,0.15,0.1,0.05,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,77.5,88.3,79.8,46.8,34.67,44.72,511.81,153.82,19.65,22.26,12.51,15.68,1.46,3.12,0.2,0.07,0.09,0.13,0.8,1.81,0.75,0.25,2.66,44.72,36.58,8.04,0.3,0.05,0.1,3.32,7.69,0.05,0.0,0.05,0.0,34.67,0.1,1.56,0.0,0.0,0.05,0.25,0.05,0.25,0.03,0.07,0.11,0.03,0.11,0.25,0.05,3.57,2.66,4.62,50.0,50.0,56.28,3.47,17.49,24.17,15.58,1.66,56.28,2.71,1.36,1.36,30.45,198.19,105.43,3.57,2.06,0.85,1.76,1.11,30.3,4.62,38.5,0.65,0.25,0.08,0.2,21.1,0,0,0,0.7,0.7,0.05,0.3,0.3,DF,None,19.9
40,Andrea Pinamonti,it ITA,FW,Empoli,it Serie A,22,1999,31.9,36,32,2869,11.1,0.34,0.19,0.0,0.22,0.13,0.06,0.56,0.5,0.75,0.09,0.66,0.22,0.56,0.72,0.0,2.26,0.22,1.35,0.0,0.19,0.34,0.38,0.0,0.13,0.0,0.0,0.06,0.03,0.0,59.9,69.3,58.6,45.8,11.94,19.94,147.21,32.82,7.55,10.91,2.88,4.92,0.34,0.75,0.06,0.09,0.04,-0.03,0.91,0.78,0.66,0.09,1.6,19.94,19.06,0.78,0.0,0.13,0.03,0.88,0.16,0.0,0.0,0.0,0.0,11.94,0.09,0.75,4.0,4.0,0.41,0.47,0.28,0.35,0.4,0.09,0.49,0.3,0.39,0.13,0.0,1.13,1.6,7.3,42.5,57.5,29.62,0.88,1.85,11.19,16.74,5.14,29.5,1.25,0.53,0.72,17.46,79.34,23.73,1.13,0.66,0.6,2.23,1.47,23.23,7.3,26.7,2.7,0.72,0.1,0.39,15.7,1,4,4,12.7,9.5,0.11,0.3,-0.5,FW,None,31.9
41,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,19,17,1496,57.1,0.84,0.48,0.54,0.24,0.06,0.24,0.42,0.18,0.84,0.36,0.48,1.75,2.59,3.43,0.06,0.54,0.0,0.48,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,92.5,92.9,74.1,72.35,80.48,1274.94,447.23,29.82,32.23,35.3,38.01,6.02,8.13,0.0,0.01,0.03,-0.01,0.36,5.3,0.36,0.06,4.88,80.48,77.65,2.77,1.99,0.06,0.24,0.06,0.78,0.0,0.0,0.0,0.0,72.35,0.06,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.12,0.0,0.84,4.88,0.3,100.0,0.0,88.98,8.86,38.86,46.51,4.1,0.3,88.98,0.24,0.24,0.0,49.58,231.02,133.43,0.84,0.9,0.0,0.18,0.06,63.73,0.3,0.0,0.3,0.0,0.0,0.0,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,DF,None,16.6
42,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,30,1991,30.1,32,30,2707,41.2,0.27,0.13,0.03,0.17,0.07,0.23,0.56,0.33,0.33,0.0,0.33,0.3,0.56,0.23,0.03,3.26,0.47,2.46,0.17,0.17,0.27,0.2,0.0,0.47,0.0,0.0,0.0,0.0,0.0,77.9,85.6,79.5,59.8,27.54,35.35,405.32,95.32,15.75,18.41,9.04,11.36,1.63,2.72,0.3,0.27,0.25,0.03,1.36,2.19,1.4,0.33,4.45,35.35,32.03,3.12,0.43,0.27,0.3,2.06,0.96,0.43,0.07,0.1,0.0,27.54,0.2,0.86,0.0,0.0,0.2,0.5,0.2,0.5,0.42,0.27,0.68,0.42,0.68,0.07,0.0,3.19,4.45,7.61,53.6,46.4,44.45,0.33,3.52,18.07,23.36,5.25,44.45,1.86,1.0,0.86,28.47,160.2,80.47,3.19,1.93,1.13,2.13,1.23,33.65,7.61,37.6,3.09,1.16,0.06,0.17,15.8,6,0,0,12.6,12.6,0.14,-6.6,-6.6,FW,MF,30.1
43,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,29,29,2537,57.1,1.28,0.74,0.57,0.53,0.18,0.71,1.24,0.53,0.85,0.11,0.74,0.82,2.09,2.16,0.0,3.97,0.6,2.87,0.85,0.04,0.07,0.11,0.04,0.5,0.11,0.0,0.0,0.0,0.0,80.2,90.9,83.8,44.8,66.84,83.33,1082.62,364.54,34.75,38.23,26.91,32.13,4.26,9.5,0.35,0.2,0.2,0.16,1.95,4.65,1.6,0.46,6.6,83.33,70.43,12.62,1.99,0.11,0.35,6.91,7.77,2.87,0.28,2.41,0.0,66.84,0.28,1.21,0.0,0.0,0.11,0.46,0.11,0.46,0.05,0.2,0.25,0.05,0.25,0.18,0.04,3.4,6.6,8.48,56.5,43.5,90.64,2.73,18.72,41.56,31.28,3.12,90.64,0.82,0.46,0.35,50.92,249.75,153.55,3.4,3.01,0.67,0.85,0.53,61.38,8.48,44.4,0.64,0.28,0.17,0.38,16.9,0,0,0,1.4,1.4,0.08,1.6,1.6,DF,None,28.2
44,Angel Gomes,eng ENG,"MF,FW",Lille,fr Ligue 1,20,2000,10.6,24,12,954,66.7,2.17,1.23,0.57,1.13,0.47,0.94,1.42,0.47,0.38,0.0,0.38,0.28,2.45,0.38,0.0,2.64,0.28,2.17,0.09,0.09,0.0,0.28,0.0,0.19,0.0,0.09,0.0,0.0,0.0,76.5,85.2,81.7,58.5,28.87,37.74,483.4,120.85,14.62,17.17,9.72,11.89,2.92,5.0,0.09,0.1,0.09,-0.01,1.32,2.36,1.6,0.09,4.06,37.74,36.23,1.13,0.47,0.66,0.57,1.51,0.09,0.47,0.38,0.09,0.0,28.87,0.38,0.94,0.0,0.0,0.09,0.19,0.09,0.19,0.11,0.1,0.21,0.11,0.21,0.28,0.0,1.51,4.06,4.62,33.3,66.7,46.23,0.75,4.91,25.47,16.23,0.85,46.23,1.13,0.38,0.75,33.21,154.72,66.42,1.51,1.51,0.09,1.51,1.04,35.28,4.62,14.3,1.32,0.19,0.07,0.5,19.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,MF,FW,10.6
45,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,29,26,2298,46.7,1.1,0.82,0.55,0.51,0.04,0.55,1.18,0.63,0.94,0.12,0.82,1.14,2.24,1.57,0.0,3.25,0.31,2.08,0.86,0.12,0.16,0.04,0.0,0.2,0.12,0.0,0.0,0.0,0.0,71.4,89.8,73.4,37.5,42.43,59.45,704.2,252.67,21.41,23.84,14.94,20.35,4.27,11.41,0.2,0.2,0.33,-0.01,2.04,2.67,2.12,1.41,2.86,59.45,47.1,11.92,1.84,0.0,0.24,7.33,8.04,2.04,1.02,0.35,0.0,42.43,0.43,0.78,0.0,0.0,0.08,0.27,0.08,0.27,0.05,0.2,0.25,0.05,0.25,0.12,0.0,1.37,2.86,6.94,73.7,26.3,66.98,1.8,15.73,27.57,24.2,2.35,66.98,0.75,0.55,0.2,30.67,117.1,56.04,1.37,0.82,0.43,1.18,0.75,40.75,6.94,50.0,0.47,0.23,0.17,0.33,16.1,0,0,0,1.2,1.2,0.1,0.8,0.8,DF,None,25.5
