,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
149,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,23,1997,21.9,30,22,1969,26.5,1.51,0.87,0.55,0.59,0.37,0.59,2.24,1.64,0.87,0.05,0.82,0.68,2.19,0.5,0.0,3.48,0.32,2.92,0.05,0.14,0.23,0.14,0.0,0.27,0.0,0.0,0.05,0.0,0.0,69.0,80.8,72.2,54.3,22.6,32.74,367.72,120.27,10.96,13.56,8.9,12.33,1.74,3.2,0.05,0.12,0.17,-0.08,1.28,1.92,1.6,0.55,4.43,32.74,32.19,0.37,0.23,0.05,0.27,2.69,0.09,0.0,0.0,0.0,0.0,22.6,0.18,1.51,0.0,0.0,0.14,0.18,0.14,0.18,0.08,0.13,0.21,0.08,0.21,0.18,0.0,2.74,4.43,6.21,55.2,44.8,42.69,0.73,7.76,19.22,16.53,2.97,42.69,2.65,1.46,1.19,24.7,146.94,79.32,2.74,1.64,0.64,2.15,1.1,27.99,6.21,24.1,1.33,0.32,0.1,0.43,20.1,0,0,0,1.8,1.8,0.06,1.2,1.2,MF,FW,21.9
150,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,33,21,2028,50.0,1.42,0.53,0.4,0.62,0.4,0.71,1.42,0.71,0.67,0.27,0.4,0.4,1.82,1.16,0.0,2.79,0.31,2.18,0.18,0.13,0.18,0.13,0.0,0.22,0.04,0.0,0.0,0.04,0.0,73.3,83.8,73.5,50.0,28.0,38.22,435.2,128.18,14.89,17.78,10.84,14.76,1.42,2.84,0.18,0.2,0.16,-0.02,1.24,1.38,0.98,0.31,2.58,38.22,31.64,6.36,0.09,0.0,0.09,1.6,6.27,0.0,0.0,0.0,0.0,28.0,0.22,1.33,0.0,0.0,0.22,0.4,0.22,0.4,0.23,0.19,0.43,0.23,0.43,0.13,0.0,2.44,2.58,9.07,50.0,50.0,48.36,1.56,8.89,16.71,23.24,5.64,48.36,1.33,0.67,0.67,25.24,139.38,68.44,2.44,1.07,1.2,1.73,1.02,30.36,9.07,44.7,1.69,0.75,0.13,0.29,11.3,0,0,0,5.2,5.2,0.14,-0.2,-0.2,DF,None,22.5
151,Destiny Udogie,it ITA,DF,Udinese,it Serie A,18,2002,27.5,35,29,2477,55.0,2.33,1.45,1.09,0.98,0.25,1.2,2.18,0.98,1.42,0.22,1.2,0.98,3.31,1.53,0.0,2.72,0.29,1.96,0.07,0.22,0.22,0.15,0.11,0.18,0.0,0.04,0.04,0.04,0.0,78.9,87.3,83.4,47.1,25.49,32.29,347.85,130.8,15.78,18.07,8.04,9.64,0.58,1.24,0.11,0.08,0.05,0.03,1.02,1.78,0.76,0.11,3.24,32.29,27.93,4.29,0.51,0.0,0.0,0.62,3.71,0.07,0.0,0.0,0.0,25.49,0.07,1.2,0.0,0.0,0.18,0.29,0.18,0.29,0.16,0.08,0.24,0.16,0.24,0.15,0.0,2.04,3.24,4.11,56.7,43.3,44.84,2.11,10.95,21.27,13.71,2.25,44.84,2.44,1.38,1.05,22.95,153.89,78.15,2.04,1.35,0.73,1.82,1.27,23.82,4.11,44.4,0.98,0.44,0.19,0.42,13.2,0,0,0,4.4,4.4,0.16,0.6,0.6,DF,None,27.5
152,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,21,19,1644,48.9,2.24,1.09,1.04,0.93,0.27,1.2,2.46,1.26,1.58,0.22,1.37,1.64,3.88,2.95,0.0,1.7,0.11,1.31,0.16,0.0,0.05,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.0,74.9,89.6,79.6,44.0,46.39,61.91,757.38,345.25,21.64,24.15,20.05,25.19,3.22,7.32,0.0,0.05,0.09,-0.05,0.82,2.68,1.58,0.77,5.03,61.91,48.58,12.95,1.37,0.0,0.16,3.11,11.53,0.05,0.0,0.05,0.0,46.39,0.38,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,0.22,0.0,1.31,5.03,3.83,41.4,58.6,74.97,3.61,23.88,31.69,20.05,0.6,74.97,1.58,0.66,0.93,37.49,150.6,68.36,1.31,1.42,0.11,1.42,0.38,39.4,3.83,10.0,0.55,0.05,0.0,0.0,26.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2,DF,None,18.3
153,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26.0,29,25,2342,61.8,1.38,0.65,0.65,0.58,0.15,0.81,1.31,0.5,0.73,0.12,0.62,1.12,2.5,1.88,0.0,1.27,0.19,0.81,0.08,0.12,0.08,0.19,0.0,0.04,0.08,0.0,0.0,0.08,0.0,69.2,86.4,72.2,38.7,27.0,39.0,462.15,202.62,13.19,15.27,10.88,15.08,2.31,5.96,0.04,0.02,0.03,0.02,0.42,2.62,0.46,0.27,3.08,39.0,29.42,9.5,0.96,0.0,0.38,2.31,8.54,0.0,0.0,0.0,0.0,27.0,0.08,1.38,0.0,0.0,0.0,0.04,0.0,0.04,0.02,0.02,0.05,0.02,0.05,0.42,0.0,1.5,3.08,1.19,69.7,30.3,47.81,2.58,13.62,23.54,11.12,0.54,47.81,1.27,0.88,0.38,22.46,144.23,79.92,1.5,1.31,0.12,0.81,0.5,21.42,1.19,31.3,0.61,0.19,0.0,0.0,21.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6,DF,None,26.0
154,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,20.0,24,19,1801,54.4,2.75,2.05,1.75,0.6,0.4,1.55,2.85,1.3,1.2,0.65,0.55,1.45,4.2,2.95,0.0,2.1,0.25,1.85,0.05,0.15,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,78.3,85.3,80.8,64.6,46.7,59.65,853.1,300.4,20.35,23.85,19.8,24.5,5.85,9.05,0.0,0.06,0.06,-0.06,0.8,4.0,1.05,0.35,5.25,59.65,50.05,9.45,0.8,0.1,0.45,2.9,8.55,0.1,0.0,0.1,0.0,46.7,0.15,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,0.2,0.0,2.65,5.25,3.75,68.0,32.0,71.1,4.3,22.5,32.45,16.85,1.35,71.1,1.25,0.85,0.4,36.7,191.25,109.65,2.65,1.45,0.65,1.25,0.4,41.3,3.75,30.8,0.65,0.2,0.0,0.0,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,DF,None,20.0
155,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,24,1996,26.3,35,27,2364,23.6,1.48,0.68,0.46,0.68,0.34,0.49,2.09,1.6,0.72,0.08,0.65,0.23,1.71,0.23,0.0,3.73,0.49,2.4,0.0,0.46,0.34,0.49,0.04,0.27,0.0,0.08,0.08,0.08,0.0,72.6,81.6,79.2,47.8,21.25,29.28,296.54,73.31,12.32,15.1,6.96,8.78,0.84,1.75,0.15,0.22,0.13,-0.07,1.52,1.75,0.99,0.08,3.31,29.28,29.09,0.0,0.0,0.38,0.04,0.8,0.0,0.0,0.0,0.0,0.0,21.25,0.19,0.87,0.0,0.0,0.57,0.72,0.57,0.72,0.62,0.22,0.84,0.62,0.84,0.11,0.0,2.81,3.31,7.26,39.1,60.9,41.71,0.49,3.31,16.5,22.66,6.92,41.71,2.62,1.03,1.6,24.68,146.81,77.15,2.81,1.98,1.29,2.4,1.25,32.09,7.26,35.6,3.43,1.22,0.17,0.47,12.3,0,0,0,16.3,16.3,0.19,-1.3,-1.3,FW,None,26.3
156,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,26,19,1642,39.6,2.91,1.59,1.21,1.32,0.38,1.15,2.91,1.76,1.1,0.22,0.88,1.21,4.12,0.93,0.0,1.21,0.11,0.93,0.05,0.22,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,86.3,89.2,91.9,80.9,29.51,34.18,519.23,103.74,13.57,15.22,10.66,11.59,3.96,4.89,0.0,0.02,0.02,-0.02,0.49,2.31,0.0,0.0,2.75,34.18,33.63,0.49,0.49,0.0,1.04,0.22,0.0,0.0,0.0,0.0,0.0,29.51,0.05,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,0.22,0.0,0.88,2.75,1.7,60.0,40.0,45.49,2.03,12.42,26.26,7.91,0.93,45.49,1.65,0.99,0.66,30.0,182.14,76.04,0.88,0.88,0.05,2.09,1.48,29.18,1.7,12.5,0.88,0.11,0.0,0.0,23.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,MF,None,18.2
157,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,35,35,3115,67.6,1.27,0.75,0.69,0.46,0.12,0.66,0.98,0.32,0.69,0.14,0.55,1.71,2.98,3.15,0.06,0.84,0.09,0.61,0.03,0.06,0.03,0.06,0.06,0.09,0.0,0.0,0.0,0.0,0.0,76.5,91.4,82.2,45.9,29.8,38.96,563.03,227.89,11.68,12.77,14.19,17.25,3.44,7.49,0.03,0.01,0.03,0.02,0.29,2.14,0.23,0.12,2.57,38.96,37.83,1.1,0.95,0.03,0.17,0.64,0.14,0.0,0.0,0.0,0.0,29.8,0.03,0.75,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.01,0.02,0.0,0.02,0.32,0.03,0.69,2.57,0.26,100.0,0.0,47.77,5.4,22.51,22.6,2.92,0.35,47.77,0.52,0.52,0.0,26.53,122.17,61.21,0.69,0.61,0.0,0.92,0.26,25.4,0.26,25.0,0.12,0.03,0.0,0.0,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,DF,None,34.6
158,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,1997,26.8,31,28,2415,36.7,2.13,1.23,1.04,0.93,0.15,0.82,2.24,1.42,1.31,0.3,1.01,1.87,3.99,0.75,0.04,2.12,0.26,1.68,0.07,0.0,0.07,0.15,0.15,0.22,0.0,0.0,0.0,0.04,0.0,82.2,86.0,89.2,68.3,37.76,45.93,655.56,185.78,16.75,19.48,16.57,18.58,3.62,5.3,0.11,0.06,0.08,0.05,0.71,4.18,0.71,0.11,5.22,45.93,45.07,0.71,0.52,0.19,0.19,0.34,0.19,0.0,0.0,0.0,0.0,37.76,0.15,1.01,0.0,0.0,0.07,0.19,0.07,0.19,0.02,0.06,0.09,0.02,0.09,0.19,0.0,1.27,5.22,1.19,57.1,42.9,56.27,2.13,11.08,35.78,10.0,0.45,56.27,0.78,0.45,0.34,31.08,143.51,64.85,1.27,1.01,0.11,1.57,0.52,33.99,1.19,18.8,0.6,0.11,0.13,0.67,25.9,0,0,0,0.6,0.6,0.04,1.4,1.4,MF,None,26.8
159,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,26,1994,31.3,33,33,2819,26.3,1.02,0.61,0.29,0.51,0.22,0.48,1.82,1.34,1.25,0.06,1.18,0.99,2.01,0.73,0.0,5.42,0.7,4.03,0.7,0.26,0.1,0.26,0.1,0.54,0.06,0.03,0.0,0.06,0.0,71.0,82.9,75.4,63.9,31.82,44.79,597.76,174.54,13.93,16.81,12.14,16.1,4.7,7.35,0.45,0.28,0.24,0.17,2.62,3.26,2.08,0.22,5.85,44.79,41.02,3.67,1.37,0.48,1.18,3.26,0.42,1.88,1.25,0.1,0.03,31.82,0.1,1.63,6.0,6.0,0.48,0.93,0.29,0.73,0.36,0.28,0.64,0.21,0.49,0.29,0.0,2.46,5.85,8.47,44.1,55.9,57.64,0.99,5.88,25.37,27.44,3.67,57.44,2.17,0.96,1.21,37.44,205.85,90.22,2.46,2.14,0.83,2.01,1.37,42.52,8.47,38.5,3.32,1.28,0.09,0.23,21.6,8,6,6,11.3,6.5,0.06,3.7,2.5,FW,None,31.3
160,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,21,19,1687,54.5,0.96,0.75,0.48,0.48,0.0,0.32,0.59,0.27,1.44,1.07,0.37,1.18,2.14,4.39,0.0,0.53,0.0,0.43,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8,84.7,84.9,56.1,30.32,39.47,636.74,275.51,9.73,11.5,15.29,18.02,4.92,8.77,0.0,0.03,0.01,-0.03,0.16,1.98,0.05,0.0,2.35,39.47,37.54,1.76,1.6,0.0,0.37,0.05,0.16,0.0,0.0,0.0,0.0,30.32,0.16,0.37,0.0,0.0,0.05,0.05,0.05,0.05,0.05,0.03,0.08,0.05,0.08,0.37,0.05,0.21,2.35,0.16,66.7,33.3,48.45,7.43,26.2,21.23,1.28,0.8,48.45,0.16,0.11,0.05,21.87,103.64,53.9,0.21,0.21,0.0,0.32,0.05,25.94,0.16,16.7,0.32,0.05,0.17,1.0,9.2,0,0,0,0.9,0.9,0.16,0.1,0.1,DF,None,18.7
161,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,24,1997,14.3,17,15,1283,37.5,0.77,0.56,0.07,0.42,0.28,0.21,0.56,0.35,0.35,0.14,0.21,0.21,0.98,0.84,0.0,2.1,0.28,1.54,0.0,0.14,0.07,0.28,0.07,0.21,0.0,0.0,0.0,0.07,0.0,59.6,65.7,60.8,75.0,11.68,19.58,126.36,28.53,7.76,11.82,2.17,3.57,0.21,0.28,0.14,0.11,0.08,0.03,0.7,0.7,0.28,0.0,1.19,19.58,19.3,0.21,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,11.68,0.07,0.42,2.0,3.0,0.35,0.49,0.21,0.35,0.46,0.11,0.57,0.29,0.4,0.14,0.0,0.63,1.19,3.5,18.2,81.8,31.33,1.05,2.87,13.57,14.9,3.64,31.12,0.77,0.14,0.63,13.57,61.47,15.17,0.63,0.21,0.14,3.5,0.91,22.94,3.5,36.7,2.1,0.77,0.1,0.27,13.8,0,2,3,6.5,4.2,0.14,-1.5,-1.2,FW,None,14.3
162,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,22,19,1614,38.1,2.23,1.12,1.01,1.06,0.17,0.89,2.35,1.45,1.17,0.11,1.06,1.96,4.19,1.23,0.0,2.57,0.56,2.01,0.06,0.06,0.22,0.11,0.11,0.45,0.0,0.0,0.06,0.06,0.0,73.9,81.7,75.9,57.0,34.69,46.93,553.3,185.25,17.77,21.73,13.35,17.6,2.51,4.41,0.17,0.07,0.07,0.1,0.56,3.63,0.78,0.06,5.59,46.93,45.14,1.56,1.51,0.11,0.28,0.11,0.06,0.0,0.0,0.0,0.0,34.69,0.22,0.89,0.0,0.0,0.0,0.17,0.0,0.17,0.07,0.07,0.14,0.07,0.14,0.56,0.11,0.84,5.59,1.68,60.0,40.0,57.37,2.12,13.18,35.75,9.16,1.06,57.37,0.84,0.5,0.34,26.82,96.2,47.32,0.84,0.73,0.06,0.89,0.73,33.3,1.68,11.1,1.0,0.11,0.0,0.0,20.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,MF,None,17.9
163,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,20,2000,17.1,31,15,1543,29.6,0.99,0.7,0.29,0.53,0.18,0.47,1.58,1.11,1.75,0.18,1.58,0.58,1.58,0.88,0.0,4.61,0.76,2.75,1.46,0.18,0.12,0.12,0.0,0.41,0.29,0.06,0.0,0.0,0.0,76.9,87.2,77.4,59.8,43.39,56.43,655.67,186.32,24.33,27.89,11.99,15.5,4.27,7.13,0.47,0.32,0.35,0.15,2.28,2.92,2.28,0.53,4.97,56.43,49.65,6.55,2.22,0.23,0.29,5.32,0.94,3.27,1.35,1.4,0.0,43.39,0.23,0.7,0.0,1.0,0.35,0.82,0.35,0.82,0.28,0.32,0.6,0.23,0.55,0.12,0.0,2.57,4.97,7.6,45.0,55.0,69.3,1.29,6.73,32.75,30.41,3.33,69.24,2.34,1.05,1.29,36.14,186.55,81.81,2.57,2.16,0.94,2.46,1.58,48.6,7.6,37.5,2.33,0.87,0.15,0.4,22.8,7,0,1,4.8,4.0,0.1,1.2,2.0,MF,FW,17.1
164,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,27,20,1684,53.8,0.7,0.53,0.21,0.27,0.21,0.37,0.7,0.32,0.53,0.0,0.53,0.53,1.23,0.59,0.0,3.37,0.64,2.09,0.0,0.43,0.43,0.43,0.0,0.32,0.0,0.05,0.16,0.11,0.0,72.7,78.2,69.3,54.2,21.07,28.98,260.05,61.44,12.89,16.47,5.08,7.33,0.7,1.28,0.16,0.22,0.11,-0.06,1.12,1.02,0.96,0.27,2.09,28.98,27.33,1.55,0.05,0.11,0.11,1.44,0.37,0.16,0.0,0.05,0.0,21.07,0.11,0.7,0.0,0.0,0.27,0.43,0.27,0.43,0.24,0.22,0.46,0.24,0.46,0.11,0.0,3.26,2.09,7.7,63.0,37.0,40.48,0.75,3.8,15.19,21.98,4.92,40.48,2.89,1.82,1.07,26.2,159.57,75.13,3.26,1.82,1.76,2.83,1.44,30.91,7.7,44.7,2.51,1.12,0.11,0.24,16.5,0,0,0,4.6,4.6,0.1,0.4,0.4,FW,None,18.7
165,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,34,31,2715,29.2,1.95,1.29,0.99,0.79,0.17,0.7,2.38,1.69,0.99,0.23,0.76,1.13,3.08,0.93,0.03,2.95,0.3,1.99,0.7,0.03,0.07,0.17,0.0,0.2,0.07,0.0,0.03,0.0,0.0,83.2,88.0,88.9,57.6,42.72,51.32,728.18,233.94,18.77,21.32,18.51,20.83,4.01,6.95,0.1,0.08,0.07,0.02,1.23,3.54,0.63,0.07,3.48,51.32,44.57,6.62,4.3,0.23,0.1,2.75,0.36,1.89,1.09,0.4,0.03,42.72,0.13,0.33,0.0,0.0,0.07,0.17,0.07,0.17,0.07,0.08,0.15,0.07,0.15,0.23,0.0,0.93,3.48,1.46,55.8,44.2,60.36,2.78,15.2,35.1,10.56,0.26,60.36,1.42,0.79,0.63,33.31,167.32,77.65,0.93,0.53,0.03,1.66,0.56,36.95,1.46,34.8,0.76,0.27,0.09,0.25,25.3,8,0,0,2.0,2.0,0.09,0.0,0.0,MF,None,30.2
166,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,24,1996,22.9,26,24,2057,78.6,0.92,0.35,0.66,0.26,0.0,0.48,0.61,0.13,0.48,0.31,0.17,1.05,1.97,2.4,0.09,0.48,0.09,0.39,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,91.6,95.0,96.2,72.5,72.84,79.48,1417.12,446.46,25.02,26.33,38.34,39.87,8.52,11.75,0.0,0.03,0.03,-0.03,0.13,4.15,0.26,0.0,3.62,79.48,77.51,1.75,1.53,0.0,0.92,0.04,0.22,0.0,0.0,0.0,0.0,72.84,0.22,0.17,0.0,0.0,0.09,0.09,0.09,0.09,0.08,0.03,0.11,0.08,0.11,0.26,0.0,0.61,3.62,0.09,100.0,0.0,85.68,6.94,33.93,49.43,2.53,0.74,85.68,0.04,0.04,0.0,66.24,310.31,170.44,0.61,0.7,0.0,0.35,0.04,68.95,0.09,33.3,0.53,0.18,0.17,0.5,10.6,0,0,0,1.8,1.8,0.15,0.2,0.2,DF,None,22.9
167,Duván Zapata,co COL,FW,Atalanta,it Serie A,30,1991,19.1,24,20,1722,50.0,0.31,0.1,0.0,0.21,0.1,0.21,0.42,0.21,0.42,0.05,0.37,0.16,0.47,0.26,0.0,4.49,0.42,2.98,0.05,0.63,0.68,0.1,0.05,0.31,0.0,0.05,0.05,0.0,0.0,74.3,81.9,77.0,54.3,21.31,28.69,293.56,46.7,12.77,15.6,5.97,7.75,0.99,1.83,0.21,0.23,0.19,-0.02,2.04,0.94,1.15,0.21,2.46,28.69,25.86,2.67,0.0,0.16,0.26,1.31,0.26,0.0,0.0,0.0,0.0,21.31,0.16,0.73,3.0,3.0,0.52,0.73,0.37,0.57,0.71,0.23,0.94,0.58,0.81,0.16,0.0,3.46,2.46,11.15,45.9,54.1,42.62,0.42,1.15,13.56,28.22,10.05,42.46,3.19,1.47,1.73,28.43,163.04,77.38,3.46,2.09,1.99,4.55,2.25,35.34,11.15,39.7,4.08,1.62,0.09,0.23,13.3,0,3,3,13.5,11.2,0.14,-3.5,-4.2,FW,None,19.1
168,Dušan Vlahović,rs SRB,FW,Fiorentina+Juventus,it Serie A,21,2000,2933.0,36,33,2933,11.500613496932516,0.1516564417177914,0.0,0.0,0.06319018404907975,0.09478527607361964,0.06319018404907975,0.4563803680981595,0.39950920245398774,0.2752760736196319,0.06319018404907975,0.21208588957055213,0.031595092024539875,0.18325153374233127,0.7063803680981594,0.0,2.5500613496932516,,1.7472392638036809,0.0,0.21269938650306747,0.3384662576687117,0.24429447852760738,0.0,0.21423312883435583,0.0,0.031595092024539875,0.1516564417177914,0.0,0.0,67.77423312883437,73.96932515337423,70.6840490797546,75.77116564417179,13.006932515337425,19.199447852760738,215.39693251533743,37.148650306748465,6.348343558282209,8.58926380368098,4.5104294478527605,6.383251533742331,1.5041717791411042,1.9909202453987729,0.09263803680981594,0.09,0.08687116564417177,0.0026380368098159516,0.8890184049079753,0.737361963190184,0.58,0.12423312883435585,1.7154601226993864,19.199447852760738,17.548588957055216,1.5961349693251532,0.06104294478527607,0.24429447852760738,0.14950920245398774,0.7395092024539878,0.06104294478527607,0.0,0.0,0.0,0.0,13.006932515337425,0.06104294478527607,0.9473006134969325,,,0.7353374233128834,0.8279754601226995,0.583680981595092,0.676319018404908,0.5537423312883435,0.09,0.6437423312883436,0.4147239263803681,0.4984049079754601,0.12576687116564417,0.0,1.009877300613497,1.7154601226993864,7.70122699386503,49.16748466257669,50.83251533742331,31.598527607361966,0.9206134969325153,1.7205521472392638,13.49269938650307,16.752576687116566,5.981226993865031,31.415276073619626,1.9656441717791413,0.9515950920245397,1.0140490797546011,18.65325153374233,76.59294478527607,26.379631901840494,1.009877300613497,0.7367484662576687,0.48950920245398777,4.233987730061349,2.146748466257669,26.288098159509207,7.70122699386503,40.609202453987734,3.465153374233129,1.4130674846625768,0.33,0.81,31.5,6,5,6,18.1,13.399999999999999,0.24,5.8999999999999995,5.6,FW,None,
169,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,38,35,3107,45.2,2.26,1.42,0.78,1.1,0.38,0.96,2.12,1.16,1.86,0.32,1.54,1.01,3.28,0.9,0.03,3.24,0.17,1.8,0.64,0.32,0.2,0.2,0.09,0.12,0.06,0.0,0.0,0.0,0.0,67.8,86.9,74.0,45.7,22.67,33.45,406.43,116.23,10.93,12.58,7.68,10.38,3.25,7.1,0.03,0.13,0.15,-0.1,1.36,1.94,1.25,0.61,3.01,33.45,30.2,3.07,1.33,0.26,0.43,5.77,0.29,1.39,1.1,0.14,0.0,22.67,0.17,1.48,0.0,0.0,0.0,0.03,0.0,0.03,0.07,0.13,0.2,0.07,0.2,0.03,0.0,2.7,3.01,3.25,60.0,40.0,46.96,1.33,8.12,21.19,19.36,1.65,46.96,4.35,2.61,1.74,27.04,196.72,75.3,2.7,2.35,0.46,2.29,1.48,27.3,3.25,28.8,1.51,0.43,0.0,0.0,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3,MF,None,34.5
170,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,20.2,22,19,1814,62.5,1.73,0.84,1.19,0.5,0.05,0.99,1.58,0.59,1.34,0.74,0.59,1.44,3.17,3.56,0.05,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,91.8,94.6,67.0,62.62,70.94,1251.73,434.21,17.62,19.21,36.98,39.11,7.13,10.64,0.0,0.0,0.01,0.0,0.05,3.12,0.05,0.0,4.41,70.94,66.98,3.81,1.73,0.05,0.4,0.0,0.1,0.0,0.0,0.0,0.0,62.62,0.15,0.59,0.0,0.0,0.05,0.05,0.05,0.05,0.02,0.0,0.02,0.02,0.02,0.05,0.0,0.64,4.41,0.25,92.3,7.7,81.58,9.6,42.97,37.43,1.78,0.89,81.58,0.64,0.59,0.05,54.7,308.96,179.8,0.64,0.05,0.0,0.79,0.15,55.15,0.25,16.7,0.3,0.05,0.17,1.0,9.8,0,0,0,0.4,0.4,0.07,0.6,0.6,DF,None,20.2
