,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
619,Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,21,2001,27.1,35,29,2439,42.1,1.62,0.96,0.66,0.59,0.37,0.59,1.4,0.81,1.07,0.04,1.03,0.33,1.96,0.15,0.0,3.55,0.41,2.32,0.37,0.26,0.18,0.37,0.04,0.22,0.0,0.07,0.0,0.07,0.04,71.0,84.1,69.9,44.6,22.92,32.29,309.56,86.35,14.1,16.75,6.42,9.19,1.07,2.4,0.15,0.22,0.2,-0.07,1.44,1.22,1.25,0.15,2.99,32.29,30.37,1.55,0.18,0.11,0.18,2.66,0.18,1.07,0.37,0.44,0.04,22.92,0.37,1.29,0.0,0.0,0.33,0.48,0.33,0.48,0.22,0.22,0.44,0.22,0.44,0.11,0.0,4.32,2.99,8.82,41.9,42.7,45.76,0.22,3.47,15.9,27.16,5.2,45.76,4.32,1.81,1.85,31.03,217.53,121.07,4.32,2.21,2.44,3.32,1.55,34.28,8.82,41.7,2.66,1.11,0.13,0.3,17.8,3.0,0,0,5.9,5.9,0.08,3.1,3.1,FW,MF,27.1
620,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,19.0,25,21,1713,43.8,0.74,0.47,0.21,0.21,0.32,0.37,0.84,0.47,0.89,0.05,0.84,0.42,1.16,0.42,0.0,2.94,0.42,2.05,0.05,0.11,0.37,0.32,0.05,0.32,0.0,0.05,0.05,0.0,0.0,69.3,80.3,73.5,34.8,12.47,18.0,173.79,50.89,7.74,9.63,3.79,5.16,0.42,1.21,0.16,0.11,0.11,0.05,1.16,0.95,0.95,0.37,1.79,18.0,17.68,0.21,0.05,0.11,0.0,1.47,0.11,0.05,0.0,0.0,0.0,12.47,0.11,0.84,0.0,0.0,0.16,0.32,0.16,0.32,0.29,0.11,0.41,0.29,0.41,0.05,0.0,1.68,1.79,6.26,37.1,45.7,29.26,0.63,3.42,11.21,15.21,4.21,29.26,1.84,0.68,0.84,18.05,123.89,48.37,1.68,1.0,0.84,3.26,1.63,20.58,6.26,34.0,2.78,0.95,0.06,0.17,16.1,0.0,0,0,5.6,5.6,0.11,-2.6,-2.6,FW,MF,19.0
621,Terem Moffi,ng NGA,FW,Nice+Lorient,fr Ligue 1,23,1999,2714.0,34,32,2714,38.78013245033112,0.6621192052980133,0.3641059602649006,0.03059602649006622,0.3335099337748344,0.2978145695364238,0.16549668874172188,0.5601324503311258,0.39953642384105964,0.4600662251655629,0.09688741721854305,0.3631788079470199,0.16549668874172188,0.827615894039735,0.4980794701986755,0.0,2.521721854304636,,1.8217880794701986,0.0,0.39980132450331124,0.20092715231788078,0.06490066225165562,0.03430463576158941,0.1643046357615894,0.0,0.10059602649006623,0.0,0.0,0.0,77.0384105960265,79.38344370860926,85.42649006622516,69.80132450331125,11.259470198675496,14.57344370860927,150.33397350993377,30.036490066225163,6.622913907284768,8.310596026490066,3.7109271523178804,4.339006622516556,0.22920529801324502,0.32980132450331123,0.09801324503311258,0.1133112582781457,0.059801324503311264,-0.01039735099337748,1.187682119205298,0.6943708609271522,0.3935099337748344,0.03430463576158941,1.324503311258278,14.57344370860927,13.313708609271524,1.1248344370860928,0.03430463576158941,0.13490066225165565,0.06490066225165562,0.13119205298013245,0.0,0.0,0.0,0.0,0.0,11.259470198675496,0.13490066225165565,0.39980132450331124,,,0.5986754966887416,0.6966887417218542,0.5629801324503311,0.6609933774834437,0.5141059602649006,0.10841059602649006,0.6225165562913907,0.463112582781457,0.571523178807947,0.09920529801324504,0.0,1.786887417218543,1.324503311258278,4.5676821192052985,55.98145695364238,33.75894039735099,23.811523178807946,0.4980794701986755,1.589933774834437,11.22523178807947,11.78615894039735,4.501655629139072,23.74523178807947,2.651324503311258,1.4911258278145694,0.8939072847682119,16.620794701986753,110.95880794701986,47.8146357615894,1.786887417218543,1.25476821192053,0.827615894039735,2.1846357615894036,1.089933774834437,16.658543046357615,4.5676821192052985,47.835099337748346,2.5516556291390726,1.194503311258278,0.47000000000000003,0.94,28.5,0.0,1,2,15.600000000000001,14.0,0.36,2.4000000000000004,3.0,FW,None,
622,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,33,32,2858,50.9,1.45,0.82,0.47,0.75,0.22,0.88,1.73,0.85,1.29,0.16,1.13,0.6,2.04,1.13,0.06,4.16,0.54,2.67,0.97,0.09,0.35,0.06,0.0,0.31,0.09,0.03,0.09,0.0,0.0,73.6,86.9,79.7,46.5,39.97,54.31,731.35,281.54,16.73,19.25,16.67,20.91,5.03,10.82,0.13,0.2,0.22,-0.08,1.82,4.84,1.6,0.47,5.85,54.31,48.99,5.09,1.73,0.16,0.6,4.97,0.82,2.42,1.32,0.82,0.0,39.97,0.22,1.04,2.0,4.0,0.31,0.44,0.25,0.38,0.24,0.2,0.44,0.14,0.34,0.22,0.0,1.89,5.85,3.33,51.9,42.6,64.65,2.67,14.97,28.81,21.73,1.98,64.53,1.7,0.88,0.72,35.72,181.1,95.97,1.89,2.01,0.35,1.51,1.01,43.9,3.33,41.8,1.73,0.72,0.15,0.35,21.9,6.0,2,4,7.6,4.3,0.08,2.4,3.7,MF,None,31.8
623,Theo Hernández,fr FRA,DF,Milan,it Serie A,24,1997,30.8,32,32,2771,57.9,1.4,0.78,0.88,0.49,0.03,0.71,1.23,0.52,1.1,0.23,0.88,0.68,2.08,1.14,0.03,2.82,0.26,1.66,0.55,0.1,0.23,0.26,0.03,0.16,0.06,0.03,0.0,0.0,0.0,79.4,89.7,82.4,55.2,45.16,56.85,749.81,246.53,22.27,24.84,17.99,21.82,3.64,6.59,0.1,0.11,0.09,-0.01,1.2,2.92,1.17,0.39,4.16,56.85,45.55,11.17,1.62,0.03,0.78,2.99,8.83,0.71,0.06,0.58,0.0,45.16,0.13,1.36,1.0,1.0,0.13,0.23,0.1,0.19,0.13,0.11,0.24,0.11,0.21,0.23,0.0,3.51,4.16,4.74,27.9,52.9,67.47,2.24,16.07,33.31,18.96,2.24,67.44,2.21,0.62,1.17,38.08,248.99,145.75,3.51,2.6,0.52,1.49,0.62,41.56,4.74,21.6,1.66,0.36,0.06,0.27,23.1,5.0,1,1,4.1,3.3,0.06,-0.1,-0.3,DF,None,30.8
624,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,26.1,27,26,2352,67.7,1.57,1.03,0.92,0.65,0.0,0.8,1.19,0.38,1.46,1.11,0.34,1.3,2.87,4.25,0.11,0.69,0.08,0.61,0.04,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,90.9,94.4,95.9,66.7,71.11,78.24,1340.92,534.06,25.98,27.51,38.05,39.66,6.59,9.89,0.08,0.02,0.04,0.06,0.19,4.41,0.5,0.0,3.98,78.24,75.71,2.26,2.07,0.04,0.57,0.08,0.08,0.0,0.0,0.0,0.0,71.11,0.27,0.31,0.0,0.0,0.0,0.08,0.0,0.08,0.06,0.02,0.08,0.06,0.08,0.08,0.0,0.31,3.98,0.08,75.0,0.0,88.2,13.33,44.71,41.42,2.22,0.92,88.2,0.15,0.11,0.0,55.94,253.18,148.93,0.31,0.54,0.0,0.23,0.04,64.14,0.08,13.3,0.57,0.08,0.0,0.0,13.0,0.0,0,0,1.5,1.5,0.1,-1.5,-1.5,DF,None,26.1
625,Thierry Correia,pt POR,DF,Valencia,es La Liga,23,1999,22.3,27,24,2009,57.4,3.18,2.33,2.06,0.99,0.13,1.39,2.42,1.03,1.12,0.09,1.03,1.08,4.26,2.42,0.09,1.93,0.09,1.3,0.09,0.04,0.0,0.45,0.04,0.09,0.0,0.0,0.0,0.0,0.0,76.8,88.9,77.7,50.5,46.95,61.12,774.66,281.43,25.52,28.7,16.23,20.9,4.39,8.7,0.0,0.05,0.09,-0.05,0.63,4.53,1.17,0.63,4.66,61.12,50.94,10.04,1.26,0.04,0.31,3.9,8.79,0.0,0.0,0.0,0.0,46.95,0.13,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,0.22,0.0,2.69,4.66,5.47,38.2,44.1,72.47,3.45,22.02,30.81,20.49,1.03,72.47,1.52,0.58,0.67,38.61,198.83,113.81,2.69,2.06,0.4,1.61,0.49,42.78,5.47,0.0,0.27,0.0,0.0,0.0,19.1,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,DF,None,22.3
626,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,27,25,2230,46.7,1.73,0.97,1.01,0.56,0.16,0.85,1.81,0.97,0.65,0.24,0.4,1.37,3.1,3.06,0.04,0.97,0.16,0.69,0.16,0.0,0.12,0.0,0.0,0.08,0.04,0.0,0.04,0.0,0.0,83.4,87.9,89.4,57.1,37.38,44.84,660.24,242.18,15.85,18.02,18.39,20.56,2.74,4.8,0.08,0.02,0.03,0.06,0.32,2.38,0.16,0.04,2.42,44.84,40.0,4.68,0.97,0.04,0.24,0.93,3.67,0.0,0.0,0.0,0.0,37.38,0.16,0.56,0.0,0.0,0.0,0.08,0.0,0.08,0.02,0.03,0.04,0.02,0.04,0.16,0.0,0.6,2.42,1.17,72.7,27.3,53.83,5.44,24.19,23.99,5.93,0.69,53.83,0.44,0.32,0.12,27.3,116.33,61.81,0.6,0.48,0.04,0.69,0.24,30.65,1.17,12.5,0.32,0.04,0.0,0.0,18.4,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,DF,None,24.8
627,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,30,1992,11.9,17,13,1069,50.0,2.35,1.18,1.34,0.5,0.5,1.09,2.18,1.09,0.67,0.25,0.42,1.34,3.7,0.76,0.0,1.94,0.34,1.6,0.0,0.17,0.0,0.0,0.17,0.34,0.0,0.0,0.0,0.0,0.0,66.3,80.6,71.1,23.0,29.92,45.13,464.37,166.64,14.62,18.15,13.03,18.32,1.18,5.13,0.17,0.12,0.21,0.05,0.76,1.18,1.51,1.09,1.76,45.13,36.3,8.74,0.34,0.08,0.08,5.55,8.4,0.0,0.0,0.0,0.0,29.92,0.08,2.02,0.0,0.0,0.0,0.17,0.0,0.17,0.04,0.12,0.15,0.04,0.15,0.25,0.0,3.19,1.76,7.73,44.4,40.7,53.95,2.35,12.44,22.44,20.08,1.68,53.95,2.27,1.01,0.92,34.87,232.77,104.12,3.19,2.27,0.76,1.51,0.42,31.43,7.73,66.7,0.51,0.34,0.0,0.0,18.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,DF,MF,11.9
628,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,24,23,1976,37.0,1.59,1.0,0.82,0.5,0.27,0.77,2.09,1.32,0.95,0.32,0.64,1.5,3.09,1.32,0.09,1.78,0.09,1.68,0.0,0.0,0.0,0.05,0.05,0.09,0.0,0.0,0.0,0.0,0.0,80.4,83.2,84.7,64.1,45.95,57.14,767.14,210.23,20.23,24.32,21.36,25.23,3.0,4.68,0.05,0.13,0.13,-0.08,1.05,3.05,0.77,0.41,4.27,57.14,47.23,9.73,0.64,0.0,0.27,2.59,9.09,0.0,0.0,0.0,0.0,45.95,0.18,1.45,0.0,0.0,0.0,0.05,0.0,0.05,0.01,0.13,0.13,0.01,0.13,0.0,0.0,2.55,4.27,7.0,42.9,42.9,65.55,2.77,16.73,29.86,19.5,1.59,65.55,0.95,0.41,0.41,43.86,245.55,109.09,2.55,1.73,0.18,1.32,0.91,39.0,7.0,50.0,0.09,0.05,0.0,0.0,11.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,DF,None,22.0
629,Thomas Müller,de GER,"FW,MF",Bayern Munich,de Bundesliga,32,1989,18.5,27,21,1665,37.5,1.14,0.65,0.27,0.49,0.38,0.32,0.86,0.54,1.03,0.16,0.86,0.22,1.35,0.86,0.0,4.65,0.65,4.0,0.11,0.22,0.27,0.0,0.05,0.54,0.0,0.0,0.11,0.0,0.0,74.7,84.2,76.2,42.3,33.57,44.92,469.68,133.24,18.97,22.54,11.57,15.19,1.19,2.81,0.43,0.36,0.38,0.08,2.16,2.11,2.0,0.22,4.76,44.92,42.92,1.57,0.16,0.49,0.22,1.68,0.86,0.16,0.0,0.0,0.0,33.57,0.43,1.08,0.0,0.0,0.38,0.81,0.38,0.81,0.48,0.36,0.84,0.48,0.84,0.0,0.0,1.78,4.76,9.84,50.0,50.0,55.14,0.97,5.03,22.11,28.16,6.16,55.14,0.97,0.49,0.49,31.03,108.81,54.59,1.78,1.3,0.59,2.65,1.08,42.76,9.84,48.9,2.54,1.24,0.15,0.3,12.5,0.0,0,0,8.9,8.9,0.19,-1.9,-1.9,FW,MF,18.5
630,Tiago Tomás,pt POR,"FW,MF",Stuttgart,de Bundesliga,20,2002,14.3,27,16,1291,61.5,0.7,0.28,0.14,0.28,0.28,0.56,0.91,0.35,0.63,0.14,0.49,0.07,0.77,0.35,0.0,2.58,0.42,1.61,0.28,0.07,0.14,0.49,0.0,0.28,0.0,0.07,0.0,0.07,0.0,60.4,76.1,59.8,44.2,13.78,22.8,208.67,63.78,8.46,11.12,3.43,5.73,1.33,3.01,0.21,0.25,0.16,-0.04,1.4,0.7,1.12,0.35,1.75,22.8,20.77,1.96,0.28,0.28,0.21,2.38,0.28,0.77,0.28,0.35,0.0,13.78,0.07,1.54,0.0,0.0,0.21,0.42,0.21,0.42,0.2,0.25,0.45,0.2,0.45,0.14,0.0,2.17,1.75,6.64,32.8,50.0,35.66,0.56,3.99,13.92,18.11,3.85,35.66,4.06,1.33,2.03,22.52,117.27,56.78,2.17,1.19,1.12,3.01,1.75,26.71,6.64,38.2,2.37,0.91,0.09,0.23,19.1,0.0,0,0,2.9,2.9,0.09,0.1,0.1,FW,MF,14.3
631,Timo Hübers,de GER,DF,Köln,de Bundesliga,26,1996,28.4,29,28,2559,46.2,1.51,0.99,1.23,0.28,0.0,0.85,1.83,0.99,0.95,0.46,0.49,2.04,3.56,5.39,0.0,0.46,0.04,0.46,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,82.3,87.7,89.9,54.4,49.3,59.93,1015.95,336.3,11.76,13.42,31.97,35.56,5.25,9.65,0.0,0.0,0.02,-0.0,0.07,2.11,0.14,0.0,2.96,59.93,57.29,2.57,1.58,0.04,0.11,0.07,0.18,0.0,0.0,0.0,0.0,49.3,0.07,0.35,0.0,0.0,0.11,0.11,0.11,0.11,0.06,0.0,0.07,0.06,0.07,0.28,0.0,0.35,2.96,0.07,100.0,0.0,71.13,9.58,41.94,27.71,2.01,0.85,71.13,0.21,0.21,0.0,40.35,193.87,99.72,0.35,0.25,0.0,0.35,0.07,42.85,0.07,46.7,0.53,0.25,0.2,0.43,10.9,0.0,0,0,1.8,1.8,0.12,1.2,1.2,DF,None,28.4
632,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,26,1995,36.2,37,36,3254,48.8,2.4,1.22,1.46,0.75,0.19,1.13,2.32,1.19,1.38,0.36,1.02,1.19,3.59,3.04,0.0,1.41,0.14,1.22,0.06,0.03,0.06,0.03,0.03,0.11,0.0,0.0,0.03,0.0,0.0,80.1,89.7,80.2,45.5,40.61,50.72,583.56,232.57,24.72,27.57,12.98,16.19,1.66,3.65,0.08,0.07,0.06,0.01,0.61,2.46,0.55,0.28,2.93,50.72,42.68,7.93,0.47,0.08,0.06,1.6,7.46,0.0,0.0,0.0,0.0,40.61,0.11,1.19,0.0,0.0,0.06,0.14,0.06,0.14,0.06,0.07,0.13,0.06,0.13,0.08,0.0,1.08,2.93,4.12,38.7,45.2,61.8,4.36,22.65,25.41,14.03,1.44,61.8,0.86,0.33,0.39,27.32,110.77,55.08,1.08,0.64,0.14,0.88,0.47,34.42,4.12,26.3,0.53,0.14,0.11,0.4,11.0,0.0,0,0,2.2,2.2,0.12,-0.2,-0.2,DF,None,36.2
633,Timothy Weah,us USA,"DF,FW",Lille,fr Ligue 1,22,2000,19.4,29,18,1748,55.2,1.24,0.72,0.67,0.46,0.1,0.82,1.49,0.67,0.88,0.15,0.72,1.19,2.42,0.93,0.0,2.26,0.15,1.75,0.0,0.15,0.26,0.1,0.0,0.1,0.0,0.0,0.05,0.0,0.0,82.2,88.4,86.8,57.0,42.47,51.7,678.61,178.04,21.24,24.02,16.91,19.48,2.73,4.79,0.1,0.08,0.11,0.02,0.82,2.73,1.29,0.52,4.07,51.7,46.49,5.05,0.62,0.0,0.26,2.63,4.38,0.05,0.0,0.0,0.0,42.47,0.15,1.49,0.0,0.0,0.0,0.1,0.0,0.1,0.13,0.08,0.21,0.13,0.21,0.1,0.0,3.56,4.07,8.71,54.1,35.1,60.98,1.24,11.6,29.43,20.82,1.96,60.98,1.91,1.03,0.67,45.26,288.61,140.41,3.56,2.47,0.67,1.24,0.52,42.53,8.71,36.7,1.54,0.57,0.0,0.0,21.6,0.0,0,0,2.5,2.5,0.08,-2.5,-2.5,DF,FW,19.4
634,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,34.0,37,35,3061,45.0,0.5,0.41,0.38,0.06,0.06,0.26,0.59,0.32,0.68,0.21,0.47,0.5,1.0,1.79,0.03,2.26,0.21,1.59,0.47,0.06,0.03,0.09,0.03,0.18,0.03,0.0,0.0,0.0,0.0,72.3,87.4,74.2,48.3,37.74,52.18,643.74,280.29,18.03,20.62,15.62,21.06,3.35,6.94,0.15,0.11,0.11,0.03,1.26,2.47,1.32,0.82,3.5,52.18,41.41,10.74,1.44,0.0,0.15,5.0,8.68,0.62,0.18,0.44,0.0,37.74,0.03,2.09,0.0,0.0,0.06,0.21,0.06,0.21,0.03,0.11,0.14,0.03,0.14,0.09,0.0,2.47,3.5,4.5,56.3,35.9,58.26,2.59,18.09,25.18,16.0,0.62,58.26,1.88,1.06,0.68,30.65,171.68,93.44,2.47,1.26,0.15,0.62,0.5,34.32,4.5,36.4,0.32,0.12,0.18,0.5,14.5,0.0,0,0,1.0,1.0,0.09,1.0,1.0,DF,None,34.0
635,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27,1995,31.3,36,32,2815,48.3,2.46,1.18,1.31,0.93,0.22,0.89,1.85,0.96,1.34,0.54,0.8,1.69,4.15,2.27,0.1,1.66,0.1,1.31,0.0,0.0,0.26,0.03,0.06,0.06,0.0,0.0,0.03,0.0,0.0,71.3,75.6,75.4,62.3,22.65,31.76,370.67,109.17,11.5,15.21,8.15,10.8,2.11,3.39,0.1,0.06,0.04,0.04,0.48,2.14,0.35,0.19,2.81,31.76,31.37,0.38,0.32,0.0,0.19,0.64,0.0,0.03,0.03,0.0,0.0,22.65,0.0,0.89,0.0,0.0,0.06,0.16,0.06,0.16,0.13,0.06,0.19,0.13,0.19,0.1,0.0,0.35,2.81,1.66,11.8,70.6,43.64,3.96,13.8,20.83,9.2,2.27,43.64,0.54,0.06,0.38,17.38,66.68,22.2,0.35,0.54,0.0,0.73,0.58,23.71,1.66,38.2,1.09,0.42,0.06,0.15,10.8,0.0,0,0,4.0,4.0,0.12,-2.0,-2.0,MF,None,31.3
636,Toni Kroos,de GER,MF,Real Madrid,es La Liga,32,1990,23.9,30,25,2155,33.3,2.13,1.34,0.67,1.38,0.08,0.96,2.89,1.92,0.96,0.17,0.79,1.0,3.14,0.46,0.0,4.3,0.25,2.68,1.38,0.0,0.13,0.08,0.04,0.21,0.04,0.0,0.0,0.0,0.0,90.9,97.0,94.1,74.9,94.35,103.85,1764.6,637.95,41.46,42.76,37.95,40.33,13.14,17.53,0.17,0.18,0.23,-0.02,2.3,15.56,1.09,0.29,13.35,103.85,93.97,9.33,5.15,0.17,1.72,5.1,0.63,3.51,1.13,1.26,0.04,94.35,0.54,0.5,0.0,0.0,0.08,0.25,0.08,0.25,0.06,0.19,0.24,0.06,0.24,0.08,0.04,2.13,13.35,1.59,34.6,38.5,110.17,2.43,22.22,67.7,21.17,0.75,110.17,1.09,0.38,0.42,75.15,335.36,183.43,2.13,1.72,0.13,0.42,0.5,88.12,1.59,35.5,1.29,0.46,0.06,0.18,25.4,5.0,0,0,1.4,1.4,0.05,0.6,0.6,MF,None,23.9
637,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,32.5,37,34,2923,52.5,1.75,1.23,0.98,0.49,0.28,1.29,2.46,1.17,0.77,0.22,0.55,1.32,3.08,1.26,0.06,3.82,0.52,2.49,1.05,0.09,0.15,0.03,0.0,0.43,0.06,0.03,0.0,0.0,0.0,75.1,89.0,78.7,51.6,67.32,89.6,1279.69,502.25,30.77,34.55,25.29,32.15,10.18,19.75,0.28,0.35,0.28,-0.08,2.18,7.35,2.52,0.86,7.23,89.6,73.63,15.66,2.15,0.8,1.82,7.75,10.49,3.02,0.49,2.28,0.03,67.32,0.31,1.14,0.0,0.0,0.06,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43,0.15,0.0,1.32,7.23,4.28,66.7,28.9,97.85,2.74,22.68,50.18,25.75,1.35,97.85,1.38,0.92,0.4,54.71,210.71,101.91,1.32,1.2,0.25,1.08,0.65,62.83,4.28,20.0,1.23,0.25,0.05,0.25,23.8,5.0,0,0,2.4,2.4,0.06,-0.4,-0.4,DF,None,32.5
638,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23,1999,17.9,25,18,1608,68.6,1.73,1.12,1.23,0.34,0.17,1.34,1.96,0.61,0.95,0.39,0.56,1.34,3.07,3.13,0.06,0.9,0.17,0.61,0.0,0.06,0.11,0.11,0.0,0.17,0.0,0.0,0.0,0.0,0.0,87.6,89.7,92.8,65.4,58.72,67.04,1039.27,296.98,23.41,26.09,30.78,33.18,3.91,5.98,0.0,0.02,0.02,-0.02,0.22,3.58,0.17,0.06,3.97,67.04,63.24,3.69,1.28,0.0,0.22,0.73,2.4,0.0,0.0,0.0,0.0,58.72,0.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,0.22,0.0,0.95,3.97,1.51,80.0,10.0,76.48,7.54,33.63,33.74,9.33,1.28,76.48,0.56,0.45,0.06,43.8,149.66,77.82,0.95,0.73,0.06,0.34,0.28,54.36,1.51,22.2,0.5,0.11,0.0,0.0,9.6,0.0,0,0,0.9,0.9,0.1,-0.9,-0.9,DF,None,17.9
639,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,23,1999,30.2,31,30,2718,57.9,1.75,1.16,0.89,0.63,0.23,1.09,1.89,0.79,1.56,0.46,1.09,1.62,3.38,4.44,0.07,0.66,0.03,0.5,0.0,0.07,0.07,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,80.1,88.8,87.6,51.3,49.21,61.42,944.9,348.11,15.99,18.01,27.42,31.29,5.33,10.4,0.03,0.03,0.03,0.01,0.2,3.11,0.2,0.03,3.54,61.42,59.5,1.89,1.42,0.07,0.23,0.23,0.46,0.0,0.0,0.0,0.0,49.21,0.03,0.73,0.0,0.0,0.07,0.1,0.07,0.1,0.08,0.03,0.1,0.08,0.1,0.26,0.0,0.76,3.54,0.56,55.0,45.0,74.37,7.85,34.67,36.79,3.77,0.89,74.37,0.66,0.36,0.3,44.11,223.77,115.07,0.76,0.6,0.07,0.89,0.43,45.7,0.56,17.6,0.56,0.1,0.12,0.67,17.0,0.0,0,0,2.3,2.3,0.13,-0.3,-0.3,DF,None,30.2
640,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,22,1999,32.1,36,34,2891,56.6,2.21,1.53,1.34,0.72,0.16,0.93,1.65,0.72,1.5,0.34,1.15,1.31,3.52,2.43,0.0,1.03,0.09,0.87,0.03,0.06,0.0,0.0,0.06,0.09,0.0,0.0,0.0,0.0,0.0,71.7,84.5,76.1,31.4,35.89,50.06,568.07,257.38,18.69,22.12,15.05,19.78,1.65,5.26,0.06,0.04,0.04,0.02,0.47,2.8,0.65,0.28,3.3,50.06,38.44,11.53,1.06,0.0,0.06,2.18,10.47,0.0,0.0,0.0,0.0,35.89,0.09,2.06,0.0,0.0,0.0,0.06,0.0,0.06,0.02,0.04,0.05,0.02,0.05,0.16,0.03,0.72,3.3,2.8,56.7,30.0,59.16,3.58,20.37,25.98,13.43,1.09,59.16,0.93,0.53,0.28,25.76,98.07,44.64,0.72,0.59,0.12,1.09,0.53,29.81,2.8,16.7,0.19,0.03,0.0,0.0,11.6,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6,DF,None,32.1
