Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19.0,2004.0,11.9,55.6,2.18,1.26,1.43,0.76,0.0,1.68,3.03,1.34,1.34,0.17,1.18,1.09,3.28,1.76,0.0,2.44,0.17,2.1,0.0,0.25,0.08,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,65.9,77.1,71.4,34.3,26.81,40.67,438.15,149.5,13.61,17.65,10.5,14.71,2.02,5.88,0.08,0.13,0.11,-0.05,1.34,2.27,1.09,0.5,3.11,40.67,35.21,5.46,0.42,0.0,0.5,3.61,5.04,0.0,0.0,0.0,0.0,26.81,0.0,1.76,19,12,"1,068",0,0,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,0.34,0.0,1.85,3.11,7.23,51.2,46.5,53.03,2.86,10.76,26.05,16.97,1.68,53.03,3.61,1.85,1.68,34.62,208.99,93.53,1.85,1.6,0.67,1.6,1.09,31.51,7.23,28.6,1.18,0.34,0.07,0.25,20.3,0.0,0,0,0.5,0.5,0.04,0.5,0.5
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24.0,1999.0,17.5,75.0,2.06,1.26,1.26,0.74,0.06,1.03,1.37,0.34,1.03,0.69,0.34,1.14,3.2,2.91,0.06,1.37,0.06,1.37,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,87.9,90.8,93.7,57.9,73.49,83.6,1299.03,516.74,29.37,32.34,38.46,41.03,4.63,8.0,0.0,0.02,0.03,-0.02,0.46,8.29,0.46,0.0,6.74,83.6,81.49,2.0,1.37,0.29,0.34,0.06,0.63,0.0,0.0,0.0,0.0,73.49,0.11,0.46,22,17,"1,574",0,0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,0.29,0.06,1.37,6.74,0.17,60.0,10.0,92.69,4.91,30.46,58.17,4.57,0.91,92.69,0.57,0.34,0.06,61.77,328.4,205.14,1.37,0.97,0.0,0.46,0.29,66.4,0.17,18.2,0.63,0.11,0.0,0.0,11.6,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7
Geoffrey Kondogbia,cf CTA,MF,Marseille,fr Ligue 1,30.0,1993.0,16.3,40.6,2.94,1.9,1.1,1.53,0.31,0.8,1.96,1.17,1.29,0.25,1.04,1.84,4.79,1.53,0.0,1.66,0.18,1.29,0.0,0.0,0.06,0.25,0.06,0.18,0.0,0.0,0.0,0.0,0.0,87.4,92.3,91.8,66.7,51.04,58.4,901.29,275.34,22.02,23.87,23.25,25.34,4.42,6.63,0.0,0.03,0.06,-0.03,0.67,6.44,0.67,0.06,5.71,58.4,57.36,0.67,0.55,0.12,0.61,0.12,0.06,0.06,0.0,0.0,0.0,51.04,0.37,0.43,26,15,"1,463",0,0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,0.18,0.0,0.43,5.71,1.53,69.2,15.4,68.65,2.76,14.05,45.64,9.39,0.8,68.65,0.8,0.55,0.12,52.7,243.87,94.72,0.43,0.8,0.0,1.23,0.86,48.59,1.53,12.5,0.49,0.06,0.0,0.0,18.4,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
Manu Koné,fr FRA,MF,Gladbach,de Bundesliga,22.0,2001.0,17.3,68.0,2.6,1.5,1.16,1.16,0.29,0.98,1.45,0.46,1.27,0.06,1.21,0.87,3.47,0.92,0.06,3.4,0.17,2.43,0.0,0.4,0.35,0.23,0.0,0.0,0.0,0.0,0.12,0.06,0.0,84.7,89.7,88.4,70.5,33.7,39.77,505.61,128.21,19.08,21.27,11.5,13.01,1.79,2.54,0.0,0.07,0.05,-0.07,1.39,2.6,0.69,0.0,4.05,39.77,39.08,0.58,0.52,0.0,0.12,0.17,0.0,0.0,0.0,0.0,0.0,33.7,0.12,0.87,22,18,"1,561",0,0,0.06,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14,0.23,0.06,2.43,4.05,3.24,53.6,37.7,53.47,1.33,10.46,30.35,13.76,1.79,53.47,3.99,2.14,1.5,33.47,194.74,101.97,2.43,1.91,0.35,2.37,2.37,37.17,3.24,33.3,1.38,0.46,0.04,0.13,19.3,0.0,0,0,1.2,1.2,0.05,-0.2,-0.2
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25.0,1997.0,34.1,85.2,1.58,0.94,0.82,0.67,0.09,0.67,0.79,0.12,1.06,0.59,0.47,0.82,2.4,2.14,0.09,1.0,0.18,0.73,0.03,0.06,0.06,0.09,0.03,0.09,0.03,0.0,0.0,0.03,0.03,91.1,94.2,93.2,73.6,55.92,61.41,936.86,312.96,24.25,25.75,28.12,30.18,2.79,3.78,0.0,0.01,0.03,-0.01,0.23,3.87,0.41,0.06,3.99,61.41,55.6,5.78,2.08,0.03,0.0,0.5,3.61,0.0,0.0,0.0,0.0,55.92,0.03,0.7,35,35,"3,069",0,0,0.03,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,0.15,0.0,1.09,3.99,0.97,55.9,17.6,69.18,7.01,28.48,33.61,7.57,1.06,69.18,1.0,0.56,0.18,45.01,203.23,108.5,1.09,0.59,0.09,0.76,0.5,48.94,0.97,26.3,0.56,0.15,0.05,0.2,12.2,0.0,0,0,2.5,2.5,0.13,-1.5,-1.5
Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25.0,1998.0,29.2,34.0,1.34,0.82,0.41,0.75,0.17,0.58,1.71,1.13,1.13,0.1,1.03,0.34,1.68,1.2,0.0,4.18,0.41,3.08,0.79,0.21,0.07,0.03,0.0,0.38,0.03,0.0,0.0,0.0,0.0,77.0,85.6,83.2,53.2,37.4,48.6,644.66,222.29,17.29,20.21,15.14,18.18,3.66,6.88,0.17,0.2,0.18,-0.03,2.05,4.32,1.54,0.58,5.79,48.6,43.84,4.42,1.16,0.1,0.31,4.14,0.45,2.02,1.06,0.68,0.0,37.4,0.34,1.1,34,29,"2,627",2,2,0.41,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,0.17,0.0,2.71,5.79,6.51,38.0,58.0,59.66,1.78,9.11,28.7,22.57,2.91,59.59,1.71,0.65,0.99,32.26,183.53,100.75,2.71,1.85,0.72,2.05,1.47,41.92,6.51,30.8,1.78,0.55,0.19,0.63,18.2,2.0,2,2,6.5,5.0,0.1,5.5,5.0
Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22.0,2001.0,20.1,57.7,1.49,1.0,0.55,0.6,0.35,0.75,1.29,0.55,1.34,0.15,1.19,1.34,2.84,2.14,0.05,1.64,0.15,1.54,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,89.2,92.8,92.9,71.4,63.38,71.04,990.7,308.41,33.83,36.47,24.73,26.62,3.73,5.22,0.0,0.03,0.07,-0.03,0.5,7.71,0.8,0.0,7.01,71.04,66.62,4.38,1.54,0.2,0.35,0.1,2.84,0.0,0.0,0.0,0.0,63.38,0.05,0.85,22,21,"1,811",0,0,0.05,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06,0.15,0.0,2.39,7.01,1.14,57.5,42.5,79.6,3.33,20.1,48.56,11.79,0.45,79.6,1.99,1.14,0.85,47.41,268.56,143.28,2.39,1.74,0.2,0.6,0.75,57.41,1.14,20.0,0.25,0.05,0.2,1.0,15.1,0.0,0,0,0.6,0.6,0.12,0.4,0.4
Filip Kostić,rs SRB,DF,Juventus,it Serie A,30.0,1992.0,20.2,51.5,1.83,1.14,0.99,0.64,0.2,0.84,1.63,0.79,1.44,0.4,1.04,0.45,2.28,2.13,0.0,3.52,0.25,2.08,1.09,0.0,0.35,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.0,72.8,87.8,77.8,42.8,35.94,49.36,625.79,226.68,16.78,19.11,15.25,19.6,3.22,7.52,0.2,0.27,0.2,-0.07,1.98,2.62,1.49,0.94,4.36,49.36,40.0,9.26,0.89,0.0,0.25,8.32,5.4,2.97,0.94,1.83,0.0,35.94,0.1,1.88,29,26,"1,815",0,0,0.0,0.2,0.0,0.2,0.03,0.27,0.3,0.03,0.3,0.1,0.0,3.17,4.36,4.7,22.2,55.6,60.45,2.82,12.72,25.74,22.48,1.58,60.45,1.34,0.3,0.74,30.4,179.16,99.6,3.17,2.57,0.54,1.49,0.79,35.64,4.7,9.5,1.04,0.1,0.0,0.0,22.1,0.0,0,0,0.7,0.7,0.03,-0.7,-0.7
Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25.0,1997.0,12.1,60.0,1.07,0.33,0.58,0.5,0.0,0.5,0.83,0.33,1.32,0.0,1.32,0.17,1.24,0.83,0.0,2.98,0.17,2.4,0.0,0.0,0.17,0.41,0.0,0.17,0.0,0.0,0.0,0.0,0.0,72.5,79.2,77.4,57.1,26.86,37.02,405.04,85.79,14.13,17.85,9.92,12.81,1.65,2.89,0.08,0.15,0.1,-0.07,0.99,1.24,1.49,0.08,3.39,37.02,35.62,0.91,0.17,0.25,0.08,1.65,0.58,0.17,0.0,0.0,0.0,26.86,0.5,1.07,23,11,"1,089",0,0,0.17,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,0.0,0.0,0.99,3.39,9.09,31.0,62.1,50.91,0.99,4.71,20.17,26.61,4.13,50.91,2.4,0.74,1.49,29.83,121.4,37.6,0.99,0.99,0.41,3.97,2.4,38.93,9.09,29.2,1.98,0.58,0.08,0.29,17.0,0.0,0,0,1.9,1.9,0.08,0.1,0.1
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24.0,1998.0,32.2,54.9,1.15,0.71,0.68,0.31,0.16,0.87,1.58,0.71,0.99,0.37,0.62,0.78,1.93,2.58,0.16,1.92,0.28,1.71,0.06,0.0,0.12,0.03,0.0,0.28,0.0,0.0,0.0,0.0,0.0,89.9,94.4,93.6,65.8,76.96,85.62,1289.25,407.92,37.02,39.22,33.85,36.15,4.84,7.36,0.06,0.07,0.08,-0.01,0.71,8.29,0.62,0.16,7.61,85.62,77.08,8.29,1.89,0.06,0.9,1.06,6.15,0.0,0.0,0.0,0.0,76.96,0.25,0.9,35,32,"2,899",0,0,0.03,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,0.12,0.0,2.08,7.61,1.99,42.1,44.7,94.44,4.88,28.04,52.83,14.35,1.37,94.44,1.18,0.5,0.53,59.32,290.37,185.12,2.08,2.08,0.06,0.78,0.37,67.92,1.99,25.0,0.75,0.19,0.04,0.17,15.3,0.0,0,0,2.0,2.0,0.08,-1.0,-1.0
Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26.0,1997.0,21.4,54.9,2.29,1.4,1.82,0.37,0.09,1.31,2.38,1.07,1.45,0.93,0.51,1.36,3.64,5.75,0.05,0.51,0.09,0.28,0.0,0.0,0.19,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,82.4,86.5,88.8,63.9,33.6,40.79,668.46,236.64,10.14,11.73,18.08,20.37,4.63,7.24,0.09,0.06,0.02,0.03,0.23,2.29,0.05,0.0,2.71,40.79,39.07,1.59,1.17,0.05,0.23,0.05,0.09,0.0,0.0,0.0,0.0,33.6,0.14,0.37,23,22,"1,928",0,0,0.0,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,0.23,0.05,0.19,2.71,0.14,100.0,0.0,53.97,7.94,29.44,22.9,1.68,0.98,53.97,0.14,0.14,0.0,32.9,175.37,82.85,0.19,0.14,0.05,0.7,0.09,29.07,0.14,14.3,0.65,0.09,0.0,0.0,11.4,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8
Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29.0,1994.0,17.2,64.3,2.09,1.45,0.93,0.87,0.29,1.05,1.63,0.58,1.34,0.06,1.28,0.58,2.67,0.58,0.0,3.14,0.35,2.73,0.0,0.12,0.23,0.06,0.0,0.29,0.0,0.0,0.06,0.0,0.0,94.0,96.9,94.5,71.9,83.43,88.78,1192.21,267.62,48.55,50.12,29.88,31.63,2.38,3.31,0.0,0.09,0.11,-0.09,1.22,6.98,0.87,0.0,5.81,88.78,86.69,1.98,1.4,0.23,0.06,0.0,0.12,0.06,0.0,0.0,0.0,83.43,0.12,0.58,30,16,"1,551",0,0,0.06,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,0.23,0.0,2.15,5.81,2.21,62.5,21.9,98.2,1.92,13.14,62.73,22.97,0.93,98.2,1.86,1.16,0.41,66.34,354.13,158.9,2.15,2.97,0.06,0.93,1.4,83.2,2.21,22.7,1.28,0.29,0.05,0.2,20.8,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,28.0,1994.0,10.1,48.0,2.08,1.39,0.99,0.69,0.4,1.19,2.48,1.29,0.79,0.3,0.5,0.89,2.97,2.08,0.0,1.77,0.1,1.29,0.3,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,84.1,89.5,91.5,38.5,48.32,57.43,742.38,294.16,24.36,27.23,21.39,23.37,1.49,3.86,0.0,0.1,0.08,-0.1,0.89,2.57,1.29,0.69,2.87,57.43,50.89,6.44,1.09,0.0,0.0,1.68,5.25,0.1,0.0,0.0,0.0,48.32,0.1,1.39,17,8,913,0,0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,0.2,0.0,1.19,2.87,3.27,50.0,33.3,65.45,4.75,27.62,23.86,14.36,0.99,65.45,0.59,0.3,0.2,35.45,157.23,71.29,1.19,0.89,0.1,0.79,0.3,41.88,3.27,0.0,0.39,0.0,0.0,0.0,17.9,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,25.0,1998.0,15.2,40.0,1.25,0.92,0.46,0.66,0.13,0.53,1.32,0.79,0.99,0.26,0.72,0.72,1.97,1.97,0.0,1.51,0.0,0.99,0.13,0.13,0.07,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,69.8,80.6,76.0,43.6,22.37,32.04,370.0,100.86,10.39,12.89,9.8,12.89,1.58,3.62,0.0,0.03,0.03,-0.03,0.33,2.11,0.39,0.13,2.89,32.04,29.54,2.3,0.33,0.2,0.2,1.12,1.05,0.0,0.0,0.0,0.0,22.37,0.2,0.99,24,13,"1,370",0,0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,0.13,0.0,0.99,2.89,2.7,41.7,41.7,40.66,2.43,10.79,20.46,9.93,1.12,40.66,0.79,0.33,0.33,18.88,111.05,55.07,0.99,1.05,0.07,0.99,0.79,22.24,2.7,27.8,1.18,0.33,0.0,0.0,20.6,0.0,0,0,1.7,1.7,0.09,-1.7,-1.7
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,32.0,1991.0,24.4,46.2,0.45,0.08,0.2,0.16,0.08,0.25,0.53,0.29,0.57,0.08,0.49,0.41,0.86,0.49,0.08,5.53,0.65,3.32,1.6,0.29,0.12,0.16,0.04,0.49,0.04,0.08,0.0,0.04,0.0,79.4,88.5,81.8,54.5,37.05,46.68,569.02,153.61,20.25,22.87,12.5,15.29,2.95,5.41,0.25,0.3,0.29,-0.05,3.2,2.75,0.9,0.12,4.88,46.68,39.8,6.72,1.8,0.37,0.16,4.63,0.86,2.99,1.11,1.11,0.04,37.05,0.16,1.23,30,25,"2,199",5,5,0.61,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59,0.16,0.0,2.91,4.88,7.17,49.0,43.1,55.98,1.19,6.11,24.14,26.23,4.18,55.78,2.09,1.02,0.9,33.28,197.66,99.43,2.91,2.01,0.98,1.93,1.11,39.18,7.17,45.3,2.62,1.19,0.16,0.34,20.1,8.0,5,5,11.1,7.1,0.11,3.9,2.9
Tom Krauß,de GER,MF,Mainz 05,de Bundesliga,22.0,2001.0,15.0,36.2,3.8,2.2,1.47,2.07,0.27,1.4,3.87,2.47,2.2,0.27,1.93,1.13,4.93,1.87,0.0,1.47,0.2,1.2,0.0,0.0,0.07,0.2,0.0,0.13,0.0,0.0,0.0,0.07,0.0,74.7,83.4,81.6,45.9,32.4,43.4,506.07,159.93,17.47,20.93,12.4,15.2,1.87,4.07,0.13,0.03,0.05,0.11,0.47,2.8,0.6,0.13,4.53,43.4,41.93,1.27,0.93,0.13,0.13,0.47,0.13,0.0,0.0,0.0,0.0,32.4,0.2,1.33,29,13,"1,346",0,0,0.07,0.2,0.07,0.2,0.05,0.03,0.08,0.05,0.08,0.33,0.0,0.8,4.53,1.93,25.0,66.7,57.8,2.67,13.47,33.07,12.07,0.93,57.8,0.8,0.2,0.53,23.2,116.4,53.2,0.8,0.87,0.27,1.8,0.87,27.87,1.93,10.5,1.27,0.13,0.05,0.5,24.0,0.0,0,0,0.8,0.8,0.04,0.2,0.2
Rasmus Kristensen,dk DEN,DF,Roma,it Serie A,26.0,1997.0,19.4,56.0,1.86,0.98,1.29,0.41,0.15,1.44,2.58,1.13,1.39,0.36,1.03,0.41,2.27,2.58,0.0,1.44,0.15,1.08,0.15,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,77.0,88.2,79.2,43.0,41.19,53.45,648.14,185.67,21.29,24.12,16.65,21.03,2.22,5.15,0.05,0.05,0.07,0.01,0.62,1.8,0.57,0.41,2.06,53.45,45.31,7.84,0.41,0.05,0.05,2.27,7.42,0.0,0.0,0.0,0.0,41.19,0.31,1.29,29,19,"1,744",0,0,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08,0.26,0.0,0.82,2.06,5.93,41.2,58.8,62.53,3.81,20.98,26.6,15.26,1.96,62.53,0.88,0.36,0.52,29.43,104.12,47.11,0.82,0.46,0.31,0.72,0.26,39.18,5.93,22.2,0.46,0.1,0.11,0.5,12.0,0.0,0,0,0.5,0.5,0.06,0.5,0.5
Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,21.0,2002.0,23.3,63.6,1.5,1.03,1.07,0.43,0.0,0.9,1.42,0.52,1.24,0.86,0.39,1.24,2.75,5.06,0.0,0.64,0.13,0.39,0.04,0.0,0.17,0.0,0.04,0.09,0.0,0.0,0.04,0.0,0.0,76.7,85.3,79.2,58.3,28.41,37.04,547.0,234.21,11.24,13.18,13.56,17.12,3.3,5.67,0.04,0.02,0.01,0.03,0.17,1.42,0.09,0.0,2.02,37.04,31.12,5.75,1.37,0.0,0.47,0.04,4.16,0.0,0.0,0.0,0.0,28.41,0.17,0.34,26,23,"2,096",0,0,0.0,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06,0.17,0.04,0.86,2.02,0.13,100.0,0.0,48.24,7.04,25.02,21.42,2.45,0.94,48.24,0.43,0.43,0.0,20.34,113.3,52.92,0.86,0.43,0.04,0.73,0.21,23.0,0.13,30.0,0.43,0.13,0.0,0.0,11.2,0.0,0,0,1.1,1.1,0.11,-1.1,-1.1
Toni Kroos,de GER,MF,Real Madrid,es La Liga,33.0,1990.0,23.6,40.7,2.25,1.44,0.81,1.06,0.38,1.02,2.5,1.48,0.93,0.17,0.76,0.72,2.97,0.47,0.04,4.24,0.47,2.58,1.44,0.0,0.17,0.04,0.0,0.25,0.21,0.0,0.0,0.0,0.0,91.5,97.0,94.0,76.0,97.08,106.14,1786.61,654.36,46.06,47.5,35.08,37.33,14.11,18.56,0.34,0.21,0.25,0.13,2.63,13.86,0.97,0.21,12.29,106.14,95.76,10.13,5.81,0.25,2.25,5.0,0.55,3.77,1.36,1.44,0.0,97.08,0.25,0.55,33,24,"2,124",0,0,0.04,0.38,0.04,0.38,0.07,0.21,0.28,0.07,0.28,0.13,0.0,1.36,12.29,1.23,62.5,37.5,112.54,2.46,23.14,69.53,20.85,0.55,112.54,0.34,0.21,0.13,74.49,339.83,177.5,1.36,2.16,0.04,0.34,0.25,90.17,1.23,37.1,1.48,0.55,0.03,0.08,25.2,10.0,0,0,1.6,1.6,0.05,-0.6,-0.6
Nikola Krstović,me MNE,FW,Lecce,it Serie A,23.0,2000.0,26.4,60.0,0.64,0.23,0.11,0.34,0.19,0.23,0.38,0.15,0.45,0.15,0.3,0.15,0.8,0.83,0.0,2.96,0.15,2.31,0.0,0.15,0.19,0.27,0.04,0.11,0.0,0.0,0.04,0.0,0.0,67.3,72.9,75.8,62.9,13.41,19.92,187.5,42.65,7.84,10.76,3.67,4.85,0.83,1.33,0.04,0.11,0.06,-0.08,1.55,1.06,0.53,0.04,1.97,19.92,18.03,1.82,0.04,0.19,0.08,0.15,0.27,0.0,0.0,0.0,0.0,13.41,0.08,0.76,35,30,"2,373",1,3,0.27,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46,0.15,0.04,1.21,1.97,4.77,47.5,42.6,32.73,1.14,2.27,16.25,14.62,4.81,32.61,2.31,1.1,0.98,18.37,80.83,32.16,1.21,0.8,0.64,3.86,1.48,24.28,4.77,22.5,3.38,0.76,0.07,0.3,15.9,2.0,1,3,11.6,9.2,0.1,-4.6,-3.2
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30.0,1992.0,20.5,61.9,2.44,1.17,1.71,0.63,0.1,1.27,2.05,0.78,1.76,0.68,1.07,1.8,4.24,2.78,0.05,0.68,0.1,0.49,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,78.2,88.8,80.4,50.7,39.27,50.24,671.22,239.51,18.49,20.83,16.59,20.63,3.61,7.12,0.0,0.01,0.03,-0.01,0.2,3.61,0.2,0.1,3.41,50.24,41.02,9.12,0.68,0.1,0.15,1.02,8.39,0.0,0.0,0.0,0.0,39.27,0.1,0.49,26,22,"1,847",0,0,0.05,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04,0.34,0.0,0.63,3.41,1.56,30.0,30.0,61.17,5.17,21.76,30.39,9.41,0.68,61.17,0.49,0.15,0.15,27.02,116.34,47.85,0.63,0.68,0.0,0.34,0.29,30.0,1.56,37.5,0.39,0.15,0.13,0.33,15.2,0.0,0,0,0.6,0.6,0.07,0.4,0.4
Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,22.0,2001.0,23.9,39.1,1.09,0.71,0.63,0.25,0.21,0.38,0.96,0.59,0.88,0.08,0.79,0.46,1.55,0.33,0.04,4.61,0.29,2.76,0.96,0.42,0.21,0.25,0.0,0.17,0.08,0.04,0.0,0.0,0.0,70.9,84.7,71.8,46.6,25.56,36.07,399.16,121.0,14.77,17.45,7.66,10.67,2.26,4.85,0.17,0.27,0.27,-0.1,2.43,1.59,1.3,0.21,3.72,36.07,31.76,4.1,0.54,0.25,0.13,6.07,0.08,3.43,1.92,0.75,0.0,25.56,0.21,1.34,30,24,"2,150",0,0,0.29,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42,0.04,0.0,5.69,3.72,9.67,47.0,37.6,48.58,0.46,3.93,16.9,28.58,5.1,48.58,4.9,2.3,1.84,31.17,265.02,141.34,5.69,2.38,2.64,2.51,1.13,34.77,9.67,45.7,1.93,0.88,0.15,0.33,17.5,2.0,0,0,3.5,3.5,0.08,3.5,3.5
Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,22.0,2000.0,27.6,50.0,2.36,1.7,0.98,0.98,0.4,0.72,1.45,0.72,0.91,0.0,0.91,0.4,2.75,0.33,0.04,3.62,0.58,1.92,0.04,0.91,0.29,0.43,0.04,0.29,0.0,0.11,0.11,0.07,0.0,77.4,88.1,82.2,64.8,24.53,31.7,408.08,63.91,12.93,14.67,8.37,10.18,2.54,3.91,0.22,0.13,0.13,0.09,1.01,1.16,1.05,0.58,2.9,31.7,30.98,0.58,0.29,0.11,0.22,3.41,0.14,0.07,0.04,0.0,0.0,24.53,0.14,1.56,33,27,"2,484",0,0,0.29,0.51,0.29,0.51,0.19,0.13,0.31,0.19,0.31,0.22,0.0,4.24,2.9,7.83,56.1,34.8,47.5,0.72,6.99,21.09,21.38,3.7,47.5,8.01,4.49,2.79,32.75,249.06,116.85,4.24,2.25,1.45,2.9,3.37,33.91,7.83,25.4,2.43,0.62,0.12,0.47,18.6,0.0,0,0,5.1,5.1,0.08,2.9,2.9
