,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
86,Beto,gw GNB,FW,Everton,eng Premier League,25.0,1998.0,10.6,30,9,951,33.3,1.32,0.57,0.09,0.57,0.66,0.38,1.13,0.75,1.04,0.0,1.04,0.09,1.42,1.32,0.0,3.03,0.09,1.79,0.0,0.57,0.28,0.19,0.19,0.09,0.0,0.0,0.0,0.0,0.0,60.0,67.3,64.2,71.4,10.19,16.98,136.89,30.47,6.23,9.25,3.21,5.0,0.47,0.66,0.0,0.08,0.03,-0.08,1.04,0.66,0.57,0.0,1.32,16.98,16.89,0.09,0.0,0.09,0.09,0.47,0.09,0.0,0.0,0.0,0.0,10.19,0.0,0.57,0.0,1.0,0.28,0.28,0.28,0.28,0.64,0.09,0.73,0.57,0.66,0.19,0.0,1.32,1.32,5.47,42.9,48.6,35.19,1.51,2.83,13.3,19.43,6.04,35.09,3.3,1.42,1.6,17.26,96.32,36.23,1.32,0.85,1.23,4.43,2.08,23.58,5.47,28.6,3.97,1.14,0.07,0.25,14.7,0.0,0,1,6.8,6.0,0.14,-3.8,-3.0,FW,None,10.6
87,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26.0,1997.0,23.9,27,25,2153,22.7,0.38,0.21,0.08,0.08,0.21,0.21,0.92,0.71,0.29,0.0,0.29,0.17,0.54,0.67,0.0,2.26,0.25,1.8,0.0,0.29,0.04,0.13,0.0,0.08,0.0,0.13,0.0,0.04,0.0,75.6,85.7,74.7,76.2,17.66,23.35,286.44,56.03,9.04,10.54,5.19,6.95,2.01,2.64,0.04,0.06,0.05,-0.02,0.84,2.01,0.29,0.08,2.8,23.35,22.18,1.09,0.0,0.0,0.33,0.92,0.04,0.04,0.0,0.0,0.0,17.66,0.08,1.09,4.0,4.0,0.63,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42,0.08,0.0,1.13,2.8,4.18,41.9,51.2,32.43,0.67,2.13,15.77,14.73,2.97,32.26,1.8,0.75,0.92,20.13,92.3,38.16,1.13,1.21,0.46,2.89,1.17,24.6,4.18,53.5,1.8,0.96,0.26,0.48,15.8,0.0,4,4,11.9,8.7,0.2,3.1,2.3,FW,None,23.9
88,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23.0,1999.0,18.4,20,20,1652,51.1,2.34,1.58,0.87,1.14,0.33,1.3,2.55,1.25,1.14,0.38,0.76,1.14,3.48,0.87,0.0,2.07,0.16,1.79,0.0,0.0,0.11,0.05,0.11,0.16,0.0,0.0,0.0,0.0,0.0,89.1,93.0,92.7,68.3,50.11,56.25,762.88,216.2,28.32,30.43,17.34,18.7,3.04,4.46,0.05,0.07,0.08,-0.02,1.09,5.82,0.65,0.0,4.51,56.25,54.02,2.17,1.74,0.33,0.43,0.11,0.43,0.0,0.0,0.0,0.0,50.11,0.05,0.71,0.0,0.0,0.0,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,0.38,0.05,1.03,4.51,0.54,46.7,40.0,64.95,2.72,16.58,39.13,10.11,0.71,64.95,1.63,0.76,0.65,41.79,191.68,90.38,1.03,1.2,0.05,1.03,0.71,47.83,0.54,20.0,0.27,0.05,0.0,0.0,16.7,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,MF,None,18.4
89,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26.0,1997.0,21.4,23,22,1928,54.9,2.29,1.4,1.82,0.37,0.09,1.31,2.38,1.07,1.45,0.93,0.51,1.36,3.64,5.75,0.05,0.51,0.09,0.28,0.0,0.0,0.19,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,82.4,86.5,88.8,63.9,33.6,40.79,668.46,236.64,10.14,11.73,18.08,20.37,4.63,7.24,0.09,0.06,0.02,0.03,0.23,2.29,0.05,0.0,2.71,40.79,39.07,1.59,1.17,0.05,0.23,0.05,0.09,0.0,0.0,0.0,0.0,33.6,0.14,0.37,0.0,0.0,0.0,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,0.23,0.05,0.19,2.71,0.14,100.0,0.0,53.97,7.94,29.44,22.9,1.68,0.98,53.97,0.14,0.14,0.0,32.9,175.37,82.85,0.19,0.14,0.05,0.7,0.09,29.07,0.14,14.3,0.65,0.09,0.0,0.0,11.4,0.0,0,0,0.8,0.8,0.05,-0.8,-0.8,DF,None,21.4
90,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24.0,1999.0,25.4,28,26,2286,53.8,1.54,1.1,0.94,0.55,0.04,0.55,1.02,0.47,0.98,0.28,0.71,1.02,2.56,0.79,0.04,1.14,0.08,1.1,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.0,0.0,90.0,91.3,93.7,82.1,43.66,48.5,718.94,194.21,20.79,22.76,18.74,20.0,3.07,3.74,0.04,0.04,0.03,0.0,0.31,4.53,0.12,0.04,4.02,48.5,48.07,0.35,0.31,0.08,0.24,0.12,0.04,0.0,0.0,0.0,0.0,43.66,0.08,0.59,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.39,0.0,1.14,4.02,0.87,67.7,16.1,55.94,2.4,15.59,34.49,6.3,0.2,55.94,1.22,0.83,0.2,30.55,151.3,75.31,1.14,0.59,0.08,1.22,0.55,40.28,0.87,0.0,0.04,0.0,0.0,0.0,19.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,MF,None,25.4
91,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,26.0,1996.0,12.7,17,12,1143,33.3,0.31,0.16,0.16,0.16,0.0,0.08,0.24,0.16,0.39,0.0,0.39,0.24,0.55,0.55,0.0,2.05,0.0,1.65,0.0,0.08,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.6,89.2,89.5,69.6,16.06,19.21,260.08,50.47,7.8,8.74,6.06,6.77,1.26,1.81,0.0,0.04,0.04,-0.04,0.79,1.73,0.39,0.0,1.73,19.21,17.87,1.26,0.16,0.16,0.39,0.08,0.0,0.0,0.0,0.0,0.0,16.06,0.08,0.39,1.0,1.0,0.31,0.31,0.24,0.24,0.31,0.04,0.35,0.24,0.28,0.08,0.0,1.42,1.73,4.49,32.6,62.8,30.08,1.1,3.46,14.57,12.76,2.76,30.0,3.39,1.1,2.13,21.73,135.59,51.02,1.42,1.34,0.47,2.91,2.2,23.31,4.49,32.1,2.2,0.71,0.11,0.33,16.0,0.0,1,1,3.9,3.1,0.11,0.1,-0.1,FW,MF,12.7
92,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21.0,2002.0,32.9,33,33,2959,58.8,2.95,1.67,1.73,1.03,0.18,1.43,2.43,1.0,0.85,0.03,0.82,1.22,4.16,2.1,0.0,1.92,0.21,1.49,0.06,0.18,0.06,0.09,0.03,0.18,0.0,0.03,0.0,0.0,0.0,83.4,88.1,86.6,62.0,46.93,56.29,786.05,246.14,23.1,26.23,18.45,21.31,3.86,6.23,0.09,0.05,0.06,0.04,0.73,3.31,1.12,0.79,3.92,56.29,46.44,9.73,1.34,0.03,0.55,2.86,8.39,0.0,0.0,0.0,0.0,46.93,0.12,0.97,0.0,0.0,0.0,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,0.15,0.0,2.52,3.92,4.92,47.5,44.1,68.97,3.4,20.24,33.47,16.53,0.64,68.97,3.59,1.7,1.58,44.56,272.77,133.4,2.52,1.88,0.12,2.07,0.85,39.76,4.92,16.7,0.36,0.06,0.0,0.0,26.8,0.0,0,0,0.3,0.3,0.02,-0.3,-0.3,DF,None,32.9
93,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,23.0,1999.0,17.2,31,18,1545,46.2,1.69,1.1,0.23,0.93,0.52,0.35,0.76,0.41,0.93,0.06,0.87,0.29,1.98,0.12,0.0,4.37,1.05,2.85,0.12,0.76,0.35,0.23,0.06,0.7,0.06,0.29,0.0,0.0,0.0,84.3,92.9,77.6,57.5,36.28,43.02,458.84,106.69,25.0,26.92,7.67,9.88,1.34,2.33,0.35,0.26,0.27,0.09,1.74,2.44,1.98,0.41,4.36,43.02,40.99,1.69,0.47,0.41,0.12,1.8,0.35,0.41,0.17,0.12,0.0,36.28,0.35,0.7,0.0,0.0,0.47,0.82,0.47,0.82,0.33,0.26,0.59,0.33,0.59,0.0,0.0,4.42,4.36,9.65,50.5,45.0,56.45,0.47,2.97,23.26,31.4,5.41,56.45,6.34,3.2,2.85,40.35,259.59,140.0,4.42,3.55,1.86,2.79,2.44,46.57,9.65,44.7,2.21,0.99,0.21,0.47,16.0,0.0,0,0,5.7,5.7,0.15,2.3,2.3,FW,MF,17.2
94,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,26.0,1997.0,26.8,32,27,2413,34.9,1.57,1.04,0.49,0.75,0.34,0.56,1.6,1.04,0.86,0.15,0.71,0.45,2.01,0.78,0.0,3.77,0.6,2.13,0.75,0.19,0.37,0.26,0.07,0.37,0.0,0.11,0.04,0.07,0.0,75.7,84.1,85.2,45.9,35.15,46.42,555.56,157.09,19.1,22.72,11.34,13.32,3.1,6.75,0.22,0.16,0.16,0.07,1.49,4.07,1.12,0.19,4.78,46.42,40.75,5.41,2.99,0.37,0.37,3.88,0.15,1.83,0.78,0.71,0.0,35.15,0.26,1.31,0.0,0.0,0.19,0.41,0.19,0.41,0.16,0.16,0.31,0.16,0.31,0.26,0.0,1.68,4.78,4.51,40.7,52.5,58.17,1.34,6.04,31.75,20.97,2.35,58.17,2.2,0.9,1.16,32.99,150.37,70.97,1.68,1.49,0.56,2.13,1.12,41.53,4.51,22.7,2.46,0.56,0.08,0.33,20.7,10.0,0,0,4.2,4.2,0.06,0.8,0.8,MF,FW,26.8
95,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28.0,1994.0,33.0,33,33,2970,50.8,1.73,1.03,1.0,0.67,0.06,0.97,1.91,0.94,1.76,1.03,0.73,1.61,3.33,4.21,0.09,0.85,0.12,0.73,0.03,0.0,0.06,0.03,0.0,0.06,0.0,0.0,0.03,0.03,0.0,82.8,90.9,92.5,56.5,45.79,55.27,984.15,323.79,12.15,13.36,25.73,27.82,7.21,12.76,0.03,0.05,0.04,-0.02,0.3,3.33,0.24,0.06,3.48,55.27,53.42,1.76,1.67,0.03,0.76,0.39,0.09,0.0,0.0,0.0,0.0,45.79,0.09,0.42,0.0,0.0,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,0.12,0.0,0.76,3.48,0.24,25.0,50.0,66.3,7.33,33.48,30.82,2.45,0.91,66.3,0.24,0.06,0.12,46.18,276.24,153.76,0.76,0.42,0.0,0.45,0.12,42.06,0.24,16.7,0.55,0.09,0.06,0.33,11.3,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5,DF,None,33.0
96,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28.0,1994.0,34.6,35,35,3118,34.1,1.97,1.1,0.78,0.72,0.46,0.87,2.54,1.68,1.42,0.17,1.24,0.78,2.75,1.42,0.06,6.06,0.55,4.13,1.39,0.2,0.26,0.03,0.06,0.35,0.09,0.06,0.06,0.0,0.0,72.9,87.4,76.2,52.9,45.95,63.01,820.92,296.91,22.14,25.32,15.38,20.17,6.62,12.51,0.23,0.34,0.29,-0.11,3.29,5.4,2.57,0.29,8.58,63.01,54.13,8.21,1.85,0.87,0.64,6.45,0.64,4.36,1.33,1.59,0.23,45.95,0.66,1.79,4.0,5.0,0.29,0.52,0.17,0.4,0.29,0.34,0.63,0.17,0.51,0.26,0.0,2.49,8.58,5.26,43.2,47.7,74.71,2.77,11.97,30.9,32.54,3.03,74.57,1.27,0.55,0.61,39.51,177.89,98.5,2.49,1.76,0.66,1.39,1.01,49.57,5.26,38.9,2.6,1.01,0.07,0.17,22.8,11.0,4,5,10.0,6.1,0.07,0.0,-0.1,MF,FW,34.6
97,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,25.0,1997.0,36.3,37,37,3263,51.9,2.42,1.46,1.24,0.88,0.3,1.1,2.12,1.02,1.43,0.39,1.05,0.94,3.36,0.55,0.0,3.94,0.52,3.03,0.22,0.28,0.08,0.17,0.17,0.33,0.0,0.11,0.06,0.03,0.0,83.9,90.5,87.5,63.5,53.44,63.69,918.51,257.19,25.18,27.82,21.74,24.85,4.99,7.85,0.22,0.18,0.17,0.04,1.71,5.07,1.93,0.14,7.8,63.69,60.19,3.17,2.75,0.72,0.74,0.88,0.14,0.08,0.03,0.03,0.0,53.44,0.33,0.83,0.0,0.0,0.19,0.41,0.19,0.41,0.13,0.18,0.31,0.13,0.31,0.25,0.0,1.79,7.8,2.01,55.4,31.5,75.26,2.48,15.76,40.8,19.89,2.07,75.26,3.58,1.98,1.13,50.69,283.33,116.8,1.79,2.01,0.52,1.68,1.93,58.02,2.01,33.3,1.32,0.44,0.15,0.44,17.8,0.0,0,0,4.8,4.8,0.1,2.2,2.2,MF,None,36.3
98,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,28.0,1995.0,36.5,37,37,3289,56.0,1.97,1.12,0.9,0.77,0.3,0.77,1.37,0.6,0.99,0.16,0.82,0.68,2.66,1.51,0.05,2.24,0.44,1.89,0.0,0.0,0.25,0.11,0.0,0.25,0.0,0.0,0.16,0.03,0.0,82.0,86.8,88.5,63.6,48.9,59.67,869.59,266.58,21.29,24.52,22.41,25.32,4.22,6.63,0.11,0.08,0.08,0.03,0.82,6.27,1.01,0.16,6.41,59.67,58.63,0.82,0.77,0.14,0.58,0.79,0.05,0.0,0.0,0.0,0.0,48.9,0.22,1.18,0.0,0.0,0.08,0.19,0.08,0.19,0.11,0.08,0.19,0.11,0.19,0.22,0.0,1.29,6.41,2.19,65.4,30.8,68.33,2.41,15.81,41.21,11.64,2.19,68.33,0.71,0.47,0.22,39.4,197.56,97.1,1.29,1.42,0.11,0.74,0.58,50.96,2.19,14.8,1.48,0.22,0.06,0.38,17.2,0.0,0,0,4.0,4.0,0.07,-1.0,-1.0,MF,DF,36.5
99,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23.0,1999.0,21.8,25,22,1960,26.3,0.69,0.46,0.28,0.28,0.14,0.23,0.87,0.64,1.19,0.09,1.1,0.32,1.01,0.6,0.0,3.77,0.46,2.06,1.06,0.09,0.23,0.32,0.0,0.41,0.05,0.0,0.0,0.0,0.0,66.8,80.2,65.5,52.7,23.44,35.09,360.23,111.19,13.72,17.11,6.61,10.09,2.2,4.17,0.28,0.21,0.26,0.06,1.47,1.47,1.65,0.18,4.04,35.09,30.64,4.08,1.19,0.69,0.18,4.22,0.69,2.16,0.96,0.46,0.14,23.44,0.37,1.33,3.0,3.0,0.41,0.69,0.28,0.55,0.45,0.21,0.66,0.34,0.55,0.09,0.0,3.39,4.04,8.94,33.3,53.8,47.94,1.19,4.95,16.06,27.48,5.09,47.8,3.58,1.19,1.93,30.6,198.44,97.02,3.39,2.39,1.74,3.07,1.79,33.35,8.94,32.0,2.3,0.73,0.12,0.38,17.1,4.0,3,3,9.8,7.4,0.15,-0.8,-1.4,FW,None,21.8
100,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,21.0,2001.0,32.4,35,35,2919,44.1,2.04,1.08,0.68,0.74,0.62,0.8,1.82,1.02,1.33,0.06,1.27,0.46,2.5,0.74,0.03,5.8,0.65,4.23,0.8,0.31,0.28,0.12,0.06,0.49,0.06,0.03,0.03,0.03,0.0,75.6,88.9,77.5,43.7,35.28,46.67,521.33,135.86,21.76,24.48,10.22,13.18,2.47,5.65,0.28,0.32,0.34,-0.05,2.81,1.2,2.25,0.37,3.89,46.67,42.13,4.26,0.22,0.12,0.09,5.59,0.37,3.67,3.06,0.0,0.0,35.28,0.28,1.54,6.0,6.0,0.49,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,0.12,0.0,4.78,3.89,15.68,40.2,44.3,60.25,1.14,5.62,14.63,40.43,8.36,60.06,3.77,1.51,1.67,37.75,221.6,115.06,4.78,2.1,2.22,1.73,1.64,42.99,15.68,30.4,3.14,0.96,0.1,0.32,16.3,0.0,6,6,15.5,10.8,0.11,0.5,-0.8,FW,None,32.4
101,Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,31.0,1992.0,11.0,20,9,991,0.0,0.45,0.27,0.0,0.18,0.27,0.0,0.36,0.36,0.55,0.0,0.55,0.18,0.64,0.36,0.0,2.0,0.36,1.09,0.0,0.36,0.45,0.09,0.0,0.18,0.0,0.09,0.09,0.0,0.0,64.4,78.3,61.0,42.9,9.55,14.82,115.09,16.73,5.91,7.55,2.27,3.73,0.27,0.64,0.09,0.05,0.05,0.04,0.73,0.27,0.18,0.0,0.82,14.82,13.82,1.0,0.0,0.18,0.18,0.27,0.18,0.0,0.0,0.0,0.0,9.55,0.0,1.55,2.0,2.0,0.82,0.91,0.64,0.73,0.8,0.05,0.85,0.65,0.71,0.27,0.0,1.0,0.82,7.0,43.8,46.9,27.64,0.55,1.0,12.0,15.27,7.0,27.45,2.91,1.27,1.36,19.27,92.73,29.27,1.0,0.73,1.18,4.27,3.18,23.09,7.0,54.5,3.0,1.63,0.21,0.39,11.8,0.0,2,2,8.8,7.2,0.22,0.2,-0.2,FW,None,11.0
102,Carles Aleñá,es ESP,MF,Getafe,es La Liga,25.0,1998.0,11.3,29,10,1020,41.7,2.12,0.71,0.62,1.24,0.27,0.88,2.12,1.24,1.24,0.27,0.97,0.35,2.48,1.15,0.0,3.18,0.18,1.86,1.06,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,77.8,85.2,82.6,64.4,27.26,35.04,470.35,101.42,12.74,14.96,10.09,12.21,3.36,5.22,0.09,0.14,0.09,-0.05,1.59,2.74,0.27,0.18,2.04,35.04,31.77,3.19,1.5,0.09,0.35,2.92,0.44,1.24,1.15,0.09,0.0,27.26,0.09,1.06,0.0,0.0,0.09,0.18,0.09,0.18,0.11,0.14,0.25,0.11,0.25,0.53,0.0,1.06,2.04,3.98,21.4,71.4,48.32,1.24,6.55,22.21,19.73,1.95,48.32,2.48,0.53,1.77,27.26,116.37,35.58,1.06,1.24,0.44,2.21,1.59,32.39,3.98,31.3,1.41,0.44,0.06,0.2,18.8,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2,MF,None,11.3
103,Carlos Soler,es ESP,"MF,DF",Paris S-G,fr Ligue 1,26.0,1997.0,12.1,24,12,1090,28.6,1.24,0.83,0.74,0.17,0.33,0.5,1.74,1.24,0.83,0.25,0.58,0.41,1.65,0.91,0.08,3.06,0.17,2.48,0.17,0.08,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,85.7,90.4,88.6,69.4,55.37,64.63,892.81,241.07,26.61,29.42,21.9,24.71,4.13,5.95,0.17,0.2,0.16,-0.03,1.65,4.79,1.4,0.17,6.12,64.63,60.83,3.64,1.4,0.33,0.17,1.9,1.57,0.5,0.08,0.08,0.0,55.37,0.17,1.49,0.0,0.0,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32,0.08,0.0,1.24,6.12,4.88,50.0,40.0,72.07,2.23,15.12,34.96,22.56,2.98,72.07,0.83,0.41,0.33,58.43,281.24,107.6,1.24,1.9,0.17,1.16,0.66,55.62,4.88,35.7,1.16,0.41,0.14,0.4,15.0,0.0,0,0,1.5,1.5,0.11,0.5,0.5,MF,DF,12.1
104,Casemiro,br BRA,"MF,DF",Manchester Utd,eng Premier League,31.0,1992.0,22.0,25,24,1982,48.1,3.77,2.55,1.95,1.45,0.36,2.32,4.82,2.5,3.36,1.5,1.86,0.77,4.55,3.23,0.05,1.86,0.18,1.59,0.09,0.0,0.14,0.05,0.0,0.18,0.0,0.0,0.0,0.0,0.0,81.8,89.9,86.1,56.1,52.95,64.77,915.27,348.95,24.36,27.09,22.23,25.82,4.77,8.5,0.09,0.05,0.05,0.05,0.73,5.64,0.82,0.14,5.09,64.77,62.95,1.55,1.27,0.18,0.27,0.59,0.0,0.0,0.0,0.0,0.0,52.95,0.27,0.82,0.0,0.0,0.05,0.14,0.05,0.14,0.16,0.05,0.2,0.16,0.2,0.32,0.0,0.55,5.09,1.64,50.0,44.4,80.09,7.68,29.36,40.18,11.14,2.05,80.09,0.82,0.41,0.36,44.73,162.55,78.59,0.55,1.0,0.05,0.68,0.77,52.86,1.64,23.1,1.77,0.41,0.03,0.11,17.1,1.0,0,0,3.5,3.5,0.09,-2.5,-2.5,MF,DF,22.0
105,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,20.0,2002.0,24.3,32,24,2191,83.3,0.78,0.49,0.41,0.37,0.0,0.41,0.49,0.08,1.44,0.53,0.91,0.49,1.28,3.87,0.08,0.49,0.04,0.49,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,91.6,94.5,96.1,60.5,71.03,77.57,1269.42,457.33,26.17,27.7,40.41,42.06,4.03,6.67,0.0,0.0,0.03,-0.0,0.16,4.4,0.33,0.08,4.4,77.57,75.68,1.85,1.4,0.04,0.41,0.21,0.21,0.0,0.0,0.0,0.0,71.03,0.04,0.49,0.0,0.0,0.04,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,0.12,0.0,0.95,4.4,0.37,54.8,19.4,87.0,7.86,39.3,45.72,2.63,0.66,87.0,1.28,0.7,0.25,59.51,272.8,143.09,0.95,0.95,0.04,0.82,0.37,66.54,0.37,42.9,0.29,0.12,0.14,0.33,10.6,0.0,0,0,0.8,0.8,0.11,0.2,0.2,DF,None,24.3
106,Catena,es ESP,DF,Osasuna,es La Liga,28.0,1994.0,28.2,30,28,2534,54.3,1.17,0.64,0.92,0.21,0.04,0.67,1.24,0.57,0.85,0.53,0.32,0.53,1.7,4.22,0.11,0.5,0.14,0.46,0.0,0.0,0.04,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,81.7,89.8,91.5,59.2,38.83,47.55,896.42,361.28,9.04,10.07,22.02,24.08,7.45,12.59,0.11,0.04,0.04,0.07,0.21,3.16,0.11,0.0,2.73,47.55,44.04,3.33,2.55,0.04,0.67,0.0,0.11,0.0,0.0,0.0,0.0,38.83,0.18,0.21,0.0,0.0,0.04,0.14,0.04,0.14,0.05,0.04,0.08,0.05,0.08,0.28,0.04,0.18,2.73,0.04,42.9,57.1,55.82,6.91,27.87,26.49,1.95,1.1,55.82,0.25,0.11,0.14,28.33,114.15,55.92,0.18,0.07,0.0,0.18,0.14,32.34,0.04,27.8,0.64,0.18,0.06,0.2,13.3,1.0,0,0,1.3,1.3,0.07,-0.3,-0.3,DF,None,28.2
107,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29.0,1993.0,10.0,22,10,904,50.0,1.0,0.6,0.5,0.4,0.1,0.5,1.0,0.5,1.5,0.5,1.0,0.5,1.5,3.0,0.0,1.89,0.3,1.3,0.4,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,75.9,88.2,80.9,35.2,45.1,59.4,723.5,237.4,24.0,27.2,18.2,22.5,2.5,7.1,0.1,0.16,0.09,-0.06,0.9,2.9,1.0,0.9,3.5,59.4,49.6,9.6,0.9,0.0,0.8,5.9,8.4,0.3,0.2,0.1,0.0,45.1,0.2,1.6,0.0,0.0,0.2,0.3,0.2,0.3,0.13,0.16,0.29,0.13,0.29,0.2,0.0,3.6,3.5,4.1,28.6,71.4,68.2,2.8,19.4,31.1,18.0,1.0,68.2,0.7,0.2,0.5,35.4,196.4,102.0,3.6,2.0,0.3,0.5,0.5,45.5,4.1,26.7,1.49,0.4,0.13,0.5,21.9,4.0,0,0,1.3,1.3,0.08,0.7,0.7,DF,None,10.0
108,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23.0,2000.0,10.2,11,11,919,60.0,3.33,1.67,1.47,1.27,0.59,1.76,2.94,1.18,1.27,0.2,1.08,1.96,5.29,1.18,0.0,2.25,0.29,1.86,0.0,0.1,0.2,0.0,0.1,0.29,0.0,0.0,0.0,0.0,0.0,87.0,90.1,88.5,75.0,35.98,41.37,561.27,181.27,19.61,21.76,14.31,16.18,1.76,2.35,0.0,0.07,0.08,-0.07,0.98,3.82,0.49,0.0,4.8,41.37,40.98,0.39,0.39,0.49,0.0,0.1,0.0,0.0,0.0,0.0,0.0,35.98,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,0.2,0.0,0.88,4.8,0.49,76.9,23.1,53.43,2.45,14.22,30.59,9.51,0.69,53.43,1.27,0.98,0.29,27.06,113.04,56.76,0.88,0.88,0.1,1.57,0.78,31.18,0.49,33.3,0.59,0.2,0.0,0.0,21.6,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,MF,None,10.2
