,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
590,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,31.0,1992.0,18.3,32,18,1646,43.1,2.84,1.53,0.98,1.42,0.44,1.2,2.79,1.58,1.42,0.11,1.31,0.87,3.72,0.98,0.0,2.13,0.05,1.69,0.0,0.16,0.16,0.11,0.0,0.05,0.0,0.0,0.0,0.0,0.0,73.6,87.8,66.4,54.8,21.15,28.74,270.22,67.38,14.54,16.56,4.54,6.83,0.93,1.69,0.05,0.13,0.09,-0.07,1.2,1.69,0.44,0.16,1.86,28.74,28.25,0.33,0.05,0.05,0.16,1.2,0.22,0.0,0.0,0.0,0.0,21.15,0.16,1.42,0.0,0.0,0.0,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,0.44,0.05,1.48,1.86,4.26,39.0,56.1,42.62,1.31,8.85,18.91,15.25,2.08,42.62,2.24,0.87,1.26,22.73,120.05,53.5,1.48,1.42,0.27,2.13,1.53,25.68,4.26,14.3,1.15,0.16,0.0,0.0,17.9,0.0,0,0,1.8,1.8,0.09,-1.8,-1.8,MF,FW,18.3
591,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,30.0,1993.0,17.2,28,18,1544,41.5,2.03,1.16,1.05,0.64,0.35,0.99,2.38,1.4,1.28,0.47,0.81,0.29,2.33,0.93,0.0,1.98,0.12,1.34,0.17,0.06,0.23,0.17,0.0,0.12,0.0,0.0,0.0,0.0,0.0,79.7,87.3,89.7,54.0,33.31,41.8,592.73,195.81,14.36,16.45,14.24,15.87,3.55,6.57,0.06,0.03,0.04,0.02,0.64,3.9,0.64,0.06,4.83,41.8,40.0,1.51,0.87,0.29,0.52,1.1,0.29,0.29,0.23,0.0,0.06,33.31,0.29,0.76,0.0,0.0,0.23,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,0.41,0.0,1.4,4.83,1.8,37.0,48.1,51.8,1.57,11.1,29.24,12.27,0.23,51.8,1.57,0.58,0.76,30.93,187.67,81.28,1.4,1.63,0.0,1.28,1.28,35.17,1.8,33.3,2.27,0.76,0.1,0.31,29.6,10.0,0,0,1.1,1.1,0.03,2.9,2.9,MF,None,17.2
592,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26.0,1997.0,28.4,30,28,2559,73.1,1.37,0.7,0.49,0.74,0.14,0.67,0.92,0.25,1.13,0.6,0.53,1.06,2.43,2.71,0.0,1.23,0.14,0.99,0.0,0.0,0.18,0.0,0.07,0.07,0.0,0.0,0.04,0.0,0.04,93.7,96.6,96.2,71.6,86.94,92.78,1505.77,477.75,36.58,37.89,44.23,45.99,5.14,7.18,0.0,0.01,0.07,-0.01,0.25,7.75,0.42,0.11,6.09,92.78,90.39,2.29,1.62,0.07,0.25,0.46,0.39,0.0,0.0,0.0,0.0,86.94,0.11,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,0.0,0.0,1.2,6.09,0.56,0.0,100.0,101.3,8.13,35.28,56.34,9.93,1.2,101.3,0.04,0.0,0.04,70.28,382.46,235.67,1.2,2.46,0.04,0.35,0.25,81.02,0.56,40.0,0.7,0.28,0.0,0.0,15.2,0.0,0,0,1.4,1.4,0.07,-1.4,-1.4,DF,None,28.4
593,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27.0,1996.0,20.2,30,20,1818,65.5,1.98,1.09,0.64,1.14,0.2,0.94,1.44,0.5,0.79,0.2,0.59,0.3,2.28,1.49,0.1,3.37,0.3,1.93,1.09,0.05,0.2,0.05,0.05,0.2,0.1,0.0,0.0,0.0,0.0,74.0,85.5,84.1,46.7,33.22,44.9,621.88,204.26,14.31,16.73,13.12,15.59,4.9,10.5,0.15,0.15,0.14,0.0,1.63,3.07,0.64,0.3,3.56,44.9,36.98,7.62,4.46,0.4,0.1,4.85,0.15,2.82,0.99,1.63,0.0,33.22,0.3,0.54,0.0,0.0,0.0,0.15,0.0,0.15,0.05,0.15,0.2,0.05,0.2,0.15,0.0,1.04,3.56,1.19,50.0,46.7,54.5,1.78,11.39,29.26,14.31,0.74,54.5,1.49,0.74,0.69,26.93,133.22,61.53,1.04,0.84,0.25,1.19,0.94,32.38,1.19,25.7,1.73,0.45,0.0,0.0,29.7,10.0,0,0,1.1,1.1,0.03,-1.1,-1.1,MF,None,20.2
594,Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,25.0,1998.0,13.2,23,13,1184,55.6,1.52,0.91,0.83,0.61,0.08,0.76,1.36,0.61,2.12,0.23,1.89,1.29,2.8,1.36,0.08,1.75,0.3,1.67,0.0,0.0,0.0,0.08,0.0,0.3,0.0,0.0,0.0,0.0,0.0,85.6,92.2,87.7,61.5,51.52,60.15,835.45,167.73,26.06,28.26,20.98,23.94,3.03,4.92,0.0,0.08,0.06,-0.08,0.83,4.09,0.53,0.0,4.32,60.15,57.42,2.65,2.05,0.3,0.3,0.08,0.53,0.0,0.0,0.0,0.0,51.52,0.08,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,0.23,0.0,1.21,4.32,1.82,54.5,36.4,70.68,2.58,16.06,46.44,8.41,0.23,70.68,0.83,0.45,0.3,36.82,170.23,82.65,1.21,1.14,0.0,0.98,0.53,46.74,1.82,40.0,0.38,0.15,0.0,0.0,24.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,MF,None,13.2
595,Salis Abdul Samed,gh GHA,MF,Lens,fr Ligue 1,23.0,2000.0,16.9,27,17,1519,44.4,1.24,0.83,0.47,0.59,0.18,0.47,1.07,0.59,0.71,0.06,0.65,0.71,1.95,1.07,0.0,1.6,0.18,1.6,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,88.9,90.8,91.7,75.9,47.1,52.96,737.87,177.99,23.25,25.62,19.53,21.3,2.43,3.2,0.0,0.03,0.07,-0.03,0.36,5.15,0.3,0.12,4.62,52.96,51.78,1.07,1.01,0.0,0.06,0.18,0.06,0.0,0.0,0.0,0.0,47.1,0.12,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,0.12,0.0,0.53,4.62,1.18,36.8,57.9,60.47,1.24,9.94,38.28,12.9,0.41,60.47,1.12,0.41,0.65,48.7,258.05,99.59,0.53,1.95,0.0,1.36,0.65,46.15,1.18,0.0,0.3,0.0,0.0,0.0,21.6,0.0,0,0,0.8,0.8,0.17,-0.8,-0.8,MF,None,16.9
596,Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,24.0,1999.0,11.3,24,12,1017,52.9,1.59,0.62,0.97,0.44,0.18,0.8,1.5,0.71,0.27,0.09,0.18,0.53,2.12,0.27,0.0,4.25,0.62,2.83,0.0,0.8,0.44,0.18,0.0,0.44,0.0,0.09,0.09,0.0,0.0,78.4,82.7,82.4,59.4,29.2,37.26,479.91,112.83,14.42,17.43,12.39,15.04,1.68,2.83,0.27,0.2,0.24,0.06,1.77,1.95,2.04,0.09,4.51,37.26,36.28,0.88,0.0,0.62,0.09,1.77,0.62,0.27,0.18,0.0,0.0,29.2,0.09,0.97,0.0,0.0,0.09,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35,0.09,0.0,4.6,4.51,11.95,33.9,54.8,50.97,0.44,5.84,20.97,24.6,5.22,50.97,5.49,1.86,3.01,36.02,230.18,118.32,4.6,2.39,2.12,2.57,1.33,38.58,11.95,28.6,2.48,0.71,0.04,0.13,17.7,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7,FW,None,11.3
597,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26.0,1996.0,12.3,26,11,1107,45.9,3.09,1.63,1.14,1.38,0.57,1.38,3.01,1.63,1.3,0.24,1.06,0.89,3.98,1.06,0.0,2.6,0.16,2.28,0.0,0.08,0.0,0.16,0.08,0.08,0.0,0.0,0.0,0.08,0.0,83.7,89.4,84.5,61.1,33.9,40.49,528.86,161.22,17.8,19.92,12.85,15.2,1.79,2.93,0.0,0.05,0.09,-0.05,0.89,3.41,0.41,0.0,4.8,40.49,39.92,0.49,0.41,0.08,0.0,0.16,0.08,0.0,0.0,0.0,0.0,33.9,0.08,0.57,0.0,0.0,0.08,0.08,0.08,0.08,0.14,0.05,0.19,0.14,0.19,0.16,0.0,1.63,4.8,2.68,41.7,50.0,51.54,1.63,11.71,29.35,10.89,1.71,51.54,0.98,0.41,0.49,36.26,189.67,97.32,1.63,1.38,0.16,1.54,0.73,31.95,2.68,33.3,1.22,0.41,0.07,0.2,17.1,0.0,0,0,1.8,1.8,0.12,-0.8,-0.8,MF,None,12.3
598,Samuele Ricci,it ITA,MF,Torino,it Serie A,21.0,2001.0,26.6,32,28,2395,65.2,1.24,0.68,0.64,0.45,0.15,0.56,0.86,0.3,0.79,0.11,0.68,1.02,2.26,0.94,0.0,2.56,0.26,1.88,0.3,0.08,0.15,0.15,0.0,0.11,0.0,0.04,0.08,0.04,0.0,85.6,91.3,90.0,60.7,42.14,49.25,690.9,164.21,19.7,21.58,18.65,20.71,2.67,4.4,0.08,0.09,0.09,-0.01,0.98,3.87,0.9,0.15,4.59,49.25,46.02,3.12,2.56,0.04,0.11,2.03,0.26,0.3,0.15,0.08,0.04,42.14,0.11,0.79,0.0,0.0,0.04,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,0.3,0.04,1.77,4.59,2.74,31.0,62.1,56.99,1.54,8.83,34.92,13.65,1.05,56.99,1.09,0.34,0.68,35.49,200.26,90.41,1.77,1.32,0.26,0.75,0.45,39.47,2.74,16.7,1.13,0.19,0.03,0.2,22.7,0.0,0,0,1.3,1.3,0.04,-0.3,-0.3,MF,None,26.6
599,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,26.0,1996.0,18.4,27,20,1653,50.0,2.39,1.41,0.82,1.14,0.43,1.03,2.07,1.03,1.79,0.49,1.3,1.2,3.59,1.47,0.05,2.02,0.16,1.68,0.05,0.0,0.16,0.05,0.05,0.11,0.0,0.0,0.05,0.0,0.0,86.6,90.4,88.6,74.4,40.87,47.17,698.1,190.71,19.46,21.52,17.34,19.57,3.15,4.24,0.0,0.11,0.07,-0.11,0.65,4.35,0.43,0.0,5.0,47.17,45.76,1.3,1.25,0.11,0.38,0.27,0.05,0.0,0.0,0.0,0.0,40.87,0.11,0.43,0.0,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.21,0.1,0.21,0.43,0.11,1.25,5.0,2.61,65.6,34.4,58.53,3.32,14.4,32.23,12.45,1.74,58.53,1.74,1.14,0.6,27.72,152.28,76.85,1.25,1.36,0.38,1.2,1.03,39.89,2.61,41.2,0.93,0.38,0.12,0.29,13.0,0.0,0,0,1.9,1.9,0.11,0.1,0.1,MF,None,18.4
600,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,26.0,1996.0,12.5,24,13,1122,46.2,2.64,1.52,0.72,1.36,0.56,1.44,3.12,1.68,1.44,0.4,1.04,1.28,3.92,1.52,0.08,2.17,0.0,1.52,0.0,0.08,0.48,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,86.3,89.1,91.9,69.0,34.24,39.68,540.24,143.68,16.32,18.32,15.44,16.8,1.6,2.32,0.0,0.06,0.04,-0.06,0.88,2.48,0.4,0.0,3.44,39.68,37.76,1.68,1.2,0.32,0.08,0.32,0.0,0.0,0.0,0.0,0.0,34.24,0.24,0.56,0.0,0.0,0.08,0.08,0.08,0.08,0.13,0.06,0.19,0.13,0.19,0.24,0.0,0.96,3.44,2.16,62.5,37.5,50.0,2.88,13.36,28.88,8.72,1.84,50.0,0.64,0.4,0.24,27.36,130.72,62.08,0.96,0.96,0.08,0.88,0.8,29.92,2.16,23.1,1.04,0.24,0.08,0.33,17.1,0.0,0,0,1.6,1.6,0.12,-0.6,-0.6,MF,None,12.5
601,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,eng Premier League,26.0,1996.0,21.1,32,18,1901,66.7,2.27,1.14,1.09,1.09,0.09,1.04,1.56,0.52,1.61,0.57,1.04,0.66,2.94,2.51,0.0,1.23,0.09,0.85,0.0,0.05,0.19,0.05,0.09,0.05,0.0,0.0,0.0,0.0,0.05,80.7,86.5,84.5,73.2,25.02,31.0,373.32,95.36,14.55,16.82,8.25,9.76,1.42,1.94,0.05,0.04,0.02,0.01,0.52,2.99,0.43,0.0,3.03,31.0,30.24,0.62,0.19,0.09,0.14,0.19,0.24,0.0,0.0,0.0,0.0,25.02,0.14,0.9,0.0,0.0,0.33,0.38,0.33,0.38,0.27,0.04,0.31,0.27,0.31,0.09,0.0,1.37,3.03,2.23,38.1,47.6,43.84,3.7,11.14,22.56,10.66,2.51,43.84,1.0,0.38,0.47,22.94,104.98,48.91,1.37,1.04,0.19,1.37,1.09,27.11,2.23,43.2,2.08,0.9,0.16,0.37,14.6,0.0,0,0,5.7,5.7,0.14,1.3,1.3,MF,FW,21.1
602,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25.0,1997.0,30.5,35,30,2747,38.1,1.77,0.98,0.56,0.95,0.26,0.79,2.07,1.28,1.41,0.23,1.18,0.56,2.33,0.75,0.0,1.67,0.23,1.41,0.03,0.03,0.1,0.1,0.0,0.1,0.03,0.03,0.03,0.03,0.0,79.9,86.6,81.6,62.6,32.49,40.69,502.1,163.28,18.07,20.85,11.51,14.1,2.03,3.25,0.07,0.08,0.1,-0.01,0.66,2.69,0.85,0.13,4.75,40.69,39.11,1.51,0.62,0.26,0.26,0.82,0.16,0.07,0.0,0.03,0.03,32.49,0.07,0.98,0.0,0.0,0.2,0.26,0.2,0.26,0.22,0.07,0.29,0.22,0.29,0.23,0.0,0.79,4.75,3.8,47.8,47.8,50.26,1.64,11.08,25.57,13.84,2.95,50.26,0.75,0.36,0.36,26.26,109.25,45.77,0.79,0.79,0.23,1.11,1.15,35.28,3.8,36.6,1.34,0.49,0.15,0.4,14.5,0.0,0,0,6.7,6.7,0.16,-0.7,-0.7,MF,None,30.5
603,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,24.0,1999.0,15.9,20,16,1431,68.4,1.64,0.75,1.19,0.44,0.0,0.82,1.19,0.38,1.32,0.75,0.57,1.13,2.77,5.09,0.0,0.31,0.0,0.13,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,87.5,93.2,92.5,52.6,46.35,52.96,820.13,300.0,18.93,20.31,24.03,25.97,3.21,6.1,0.0,0.03,0.01,-0.03,0.19,1.45,0.0,0.0,2.58,52.96,50.31,2.64,1.64,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,46.35,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,0.31,0.0,0.13,2.58,0.13,80.0,20.0,63.46,8.93,34.4,27.67,1.57,0.88,63.46,0.31,0.25,0.06,33.9,127.04,50.75,0.13,0.31,0.0,0.57,0.06,40.88,0.13,40.0,0.63,0.25,0.0,0.0,10.0,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8,DF,None,15.9
604,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26.0,1996.0,37.8,38,38,3406,62.5,0.98,0.69,0.66,0.26,0.05,0.4,0.63,0.24,1.22,0.93,0.29,0.85,1.83,4.15,0.03,0.77,0.03,0.56,0.05,0.0,0.11,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,81.5,89.4,89.6,48.1,38.49,47.22,746.51,269.95,12.7,14.21,21.72,24.23,3.76,7.8,0.03,0.03,0.02,0.0,0.29,2.35,0.11,0.03,2.65,47.22,43.84,3.23,1.88,0.05,0.21,0.32,0.87,0.0,0.0,0.0,0.0,38.49,0.16,0.26,0.0,0.0,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07,0.11,0.0,0.34,2.65,0.34,77.8,22.2,56.35,7.86,30.82,23.17,2.72,0.77,56.35,0.24,0.19,0.05,31.01,139.81,72.86,0.34,0.32,0.0,0.32,0.03,34.71,0.34,15.8,0.5,0.08,0.05,0.33,15.1,0.0,0,0,1.7,1.7,0.09,-0.7,-0.7,DF,None,37.8
605,Sergi Darder,es ESP,MF,Mallorca,es La Liga,29.0,1993.0,24.0,36,21,2157,38.7,1.62,1.08,0.54,0.88,0.21,0.5,1.29,0.79,0.83,0.17,0.67,0.67,2.29,0.67,0.0,3.8,0.29,2.21,1.21,0.04,0.12,0.17,0.04,0.12,0.17,0.0,0.0,0.0,0.0,72.4,87.7,78.8,50.2,30.21,41.75,574.38,201.12,13.04,14.88,11.46,14.54,4.79,9.54,0.21,0.27,0.21,-0.06,2.12,5.0,1.33,0.58,5.5,41.75,35.04,6.25,2.29,0.42,0.79,6.21,0.54,2.62,0.96,1.5,0.08,30.21,0.46,1.04,0.0,0.0,0.08,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36,0.17,0.0,2.33,5.5,3.12,54.8,33.9,51.21,0.42,5.88,29.54,17.04,1.25,51.21,2.58,1.42,0.88,30.38,194.17,97.96,2.33,2.12,0.17,2.0,1.0,32.96,3.12,37.5,1.34,0.5,0.06,0.17,22.4,1.0,0,0,2.2,2.2,0.07,-0.2,-0.2,MF,None,24.0
606,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27.0,1996.0,24.5,28,25,2208,40.0,0.24,0.12,0.04,0.16,0.04,0.08,0.2,0.12,0.33,0.04,0.29,0.24,0.49,1.18,0.0,3.67,0.53,2.94,0.0,0.33,0.24,0.16,0.0,0.24,0.0,0.16,0.04,0.08,0.0,81.0,87.9,79.1,73.9,25.67,31.71,303.14,48.0,17.55,19.96,5.27,6.65,0.69,0.94,0.12,0.27,0.22,-0.15,2.16,1.55,1.02,0.0,2.29,31.71,30.69,0.86,0.04,0.37,0.04,0.04,0.12,0.0,0.0,0.0,0.0,25.67,0.16,0.69,4.0,4.0,1.14,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99,0.0,0.0,1.31,2.29,7.47,39.0,51.2,43.43,1.22,2.53,22.65,18.49,6.37,43.27,1.67,0.65,0.86,25.55,104.16,38.78,1.31,0.78,0.78,2.9,1.55,37.96,7.47,45.5,3.59,1.63,0.27,0.6,14.5,3.0,4,4,20.8,17.6,0.2,7.2,6.4,FW,None,24.5
607,Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,30.0,1993.0,13.8,20,13,1242,60.7,1.67,0.72,0.87,0.58,0.22,1.23,2.03,0.8,1.3,0.36,0.94,1.16,2.83,2.68,0.0,2.17,0.22,1.74,0.22,0.0,0.22,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,72.4,84.1,70.9,53.7,35.51,49.06,586.23,263.55,18.04,21.45,13.41,18.91,3.19,5.94,0.22,0.25,0.18,-0.04,1.16,4.13,0.72,0.36,3.91,49.06,37.68,11.3,0.58,0.0,0.0,2.54,10.72,0.0,0.0,0.0,0.0,35.51,0.07,1.45,0.0,0.0,0.07,0.29,0.07,0.29,0.1,0.25,0.35,0.1,0.35,0.29,0.0,2.25,3.91,4.57,11.1,77.8,59.93,3.48,15.94,28.99,15.51,2.75,59.93,1.3,0.14,1.01,22.25,103.26,56.96,2.25,1.16,0.43,1.01,0.58,30.29,4.57,21.4,1.01,0.22,0.07,0.33,15.4,0.0,0,0,1.4,1.4,0.1,-0.4,-0.4,DF,None,13.8
608,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26.0,1996.0,10.4,21,10,938,54.8,2.6,1.54,1.63,0.77,0.19,1.63,2.98,1.35,1.83,0.67,1.15,0.77,3.37,1.83,0.19,1.82,0.1,1.83,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,87.0,89.1,89.2,83.6,55.58,63.85,991.15,264.13,23.46,26.35,25.38,28.46,5.38,6.44,0.0,0.03,0.04,-0.03,0.58,5.96,0.58,0.1,6.35,63.85,61.73,2.02,0.96,0.0,0.77,0.67,1.06,0.0,0.0,0.0,0.0,55.58,0.1,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,0.58,0.0,0.58,6.35,0.96,60.0,20.0,74.04,4.62,20.96,42.21,11.54,0.1,74.04,0.96,0.58,0.19,47.12,227.4,91.06,0.58,0.77,0.0,0.87,1.06,52.5,0.96,0.0,0.29,0.0,0.0,0.0,26.1,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,MF,DF,10.4
609,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,31.0,1992.0,32.6,35,34,2934,47.6,0.64,0.4,0.18,0.21,0.25,0.31,0.64,0.34,0.12,0.03,0.09,0.25,0.89,0.12,0.0,3.96,0.52,3.31,0.0,0.34,0.18,0.09,0.03,0.4,0.0,0.09,0.0,0.03,0.0,82.5,87.2,87.9,60.5,27.21,32.98,371.87,86.56,16.29,18.68,9.11,10.37,0.71,1.17,0.31,0.36,0.25,-0.06,2.09,1.23,1.99,0.06,4.26,32.98,30.55,2.3,0.09,0.52,0.06,1.1,0.31,0.09,0.0,0.0,0.0,27.21,0.12,1.1,2.0,2.0,0.52,0.83,0.46,0.77,0.37,0.36,0.73,0.32,0.68,0.03,0.0,3.65,4.26,9.97,42.4,51.1,41.53,0.25,2.67,14.05,25.25,6.5,41.47,2.82,1.2,1.44,28.44,174.48,91.69,3.65,1.35,1.96,1.69,1.26,33.74,9.97,45.8,2.55,1.17,0.18,0.39,15.5,0.0,2,2,12.0,10.4,0.13,5.0,4.6,FW,None,32.6
610,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28.0,1994.0,36.5,38,38,3282,40.0,1.67,1.07,0.49,0.82,0.36,0.66,1.64,0.99,0.82,0.22,0.6,0.82,2.49,0.79,0.0,2.41,0.11,2.11,0.03,0.11,0.03,0.11,0.03,0.11,0.0,0.0,0.0,0.0,0.0,91.4,93.3,93.7,79.2,57.01,62.41,945.32,244.0,27.37,29.34,24.25,25.89,4.16,5.26,0.03,0.04,0.04,-0.01,0.63,5.81,0.6,0.03,5.15,62.41,60.52,1.73,1.01,0.11,0.38,0.08,0.05,0.0,0.0,0.0,0.0,57.01,0.16,0.38,0.0,0.0,0.0,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05,0.11,0.0,0.79,5.15,0.93,45.5,33.3,68.99,2.58,14.27,45.42,9.89,0.14,68.99,0.9,0.41,0.3,39.7,188.6,74.82,0.79,1.29,0.05,0.68,0.36,50.71,0.93,28.6,0.38,0.11,0.0,0.0,26.9,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,MF,None,36.5
611,Stefan Posch,at AUT,DF,Bologna,it Serie A,26.0,1997.0,26.8,31,29,2409,55.7,2.87,1.72,1.31,1.42,0.15,1.83,3.28,1.46,1.01,0.3,0.71,0.67,3.54,2.69,0.0,1.64,0.15,1.34,0.19,0.04,0.07,0.0,0.0,0.11,0.0,0.0,0.04,0.0,0.0,82.2,93.0,89.8,42.1,63.88,77.69,1046.68,389.51,31.53,33.92,27.05,30.11,4.1,9.74,0.07,0.08,0.07,-0.0,0.82,5.37,0.78,0.26,4.59,77.69,66.38,11.12,1.87,0.0,0.26,1.46,9.25,0.0,0.0,0.0,0.0,63.88,0.19,1.79,0.0,0.0,0.04,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12,0.26,0.0,1.64,4.59,2.39,42.3,50.0,87.99,4.37,31.79,43.21,13.54,1.23,87.99,0.97,0.41,0.49,52.61,265.41,121.38,1.64,1.31,0.15,1.08,0.45,60.37,2.39,22.2,0.67,0.15,0.06,0.25,19.3,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,DF,None,26.8
612,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,32.0,1991.0,18.1,23,19,1630,50.0,1.49,1.05,0.88,0.39,0.22,0.83,1.66,0.83,1.6,0.83,0.77,1.49,2.98,3.37,0.06,0.66,0.17,0.55,0.0,0.0,0.06,0.0,0.06,0.11,0.0,0.0,0.06,0.0,0.0,82.9,92.0,90.7,48.2,45.3,54.64,810.28,331.44,18.51,20.11,22.21,24.48,3.76,7.79,0.0,0.01,0.03,-0.01,0.06,3.26,0.39,0.11,3.65,54.64,51.99,2.21,1.82,0.17,0.44,0.17,0.39,0.0,0.0,0.0,0.0,45.3,0.44,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.39,0.06,0.77,3.65,0.11,100.0,0.0,64.2,7.73,32.87,29.45,2.1,0.55,64.2,0.44,0.44,0.0,37.29,198.12,128.95,0.77,0.33,0.0,0.28,0.0,41.99,0.11,20.0,0.28,0.06,0.0,0.0,11.9,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,DF,None,18.1
